"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","EH_ID","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","primary_infection","challenge_infection","mouse_strain","infection_history","Locality","Genome","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","InfectionStrain","contamination","InfectionHistoryTotal","total_oocysts","OPG"
"2096","E57aLQR",20,8,14,26,1,"LM0203","E5",21.41,20.26,105.676209279368,0.84,9,"primary"," E88 ",NA," SCHUNT_SCHUNT ",NA," Schweben 2 "," dom "," SY ",7907,37," SCHUNT "," SY ",7904,37,"2018-05-01",3,6,"5","1"," EX ",921," M ","38"," 1M ","6.14",10.02," L3 ",NA,NA," SCHUNT "," SCHUNT "," parental strains ",9.85714285714286,1,NA,NA,NA,340000,404761.904761905
"2097","E57aFWY",0,0,0,0,1,"LM0204","E5",20.55,19.26,106.697819314642,1.64,9,"primary","E64",NA,"PWD_BUSNA",NA,"PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-03-23",6,9,"4","5","EX",726,"M","F1","1M","4.44",7.53,"P2",NA,NA,"PWD","BUSNA","outbred hybrids",15.4285714285714,1,NA,NA,NA,0,0
"2098","E57aDHK",0,0,0,0,1,"LM0206","E5",16.75,16.97,98.7035945786682,0.68,9,"primary","E64",NA,"BUSNA_BUSNA",NA,"Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-04-20",1,3,"1","2","EX",873,"F","63","1F","5.1",8.63,"L4",NA,NA,"BUSNA","BUSNA","parental strains",11.4285714285714,1,NA,NA,NA,0,0
"2099","E57aADP",20,9,8,8,1,"LM0207","E5",17.39,17.27,100.694846554719,0.76,9,"primary","E64",NA,"PWD_PWD",NA,"Prague","mus","SY",5343,42,"PWD","SY",5340,42,"2018-03-07",3,9,"5","4","EX",664,"M","43","1M","4.53",5.37,"P3",NA,NA,"PWD","PWD","parental strains",17.7142857142857,1,NA,NA,NA,225000,296052.631578947
"2100","E57aLOU",25,15,16,16,1,"LM0208","E5",23.24,22.82,101.840490797546,1.2,9,"primary","E64",NA,"STRA_SCHUNT",NA,"STRA x SCHUNT","dom","SY",5825,55,"SCHUNT","SY",3470,36,"2018-03-21",3,11,"7","4","EX",709,"M","F1","1M","5.74",11.35,"P2",NA,NA,"STRA","SCHUNT","outbred hybrids",15.7142857142857,1,NA,NA,NA,360000,3e+05
"2101","E57aGKL",0,0,1,0,1,"LM0209","E5",23.11,22.09,104.617473970122,1.26,9,"primary","E64",NA,"STRA_STRA",NA,"Straas2","dom","SY",8113,56,"STRA","SY",8111,56,"2018-04-03",1,9,"2","7","EX",772,"F","57","1F","5.71",9.23,"P5",NA,NA,"STRA","STRA","parental strains",13.8571428571429,1,NA,NA,NA,5000,3968.25396825397
"2102","E57aALT",1,0,0,0,1,"LM0210","E5",17.48,15.65,111.693290734824,1,9,"primary","E64",NA,"PWD_SCHUNT",NA,"PWD x SCHUNT","mus x dom","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",978,"M","F1","1M","5.42",9.25,"L4",NA,NA,"PWD","SCHUNT","inter subsp. hybrids",9,1,NA,NA,NA,5000,5000
"2103","E57aAPU",3,0,4,3,1,"LM0211","E5",17.73,17.42,101.779563719862,0.94,9,"primary","E64",NA,"PWD_PWD",NA,"Prague","mus","SY",5343,42,"PWD","SY",5340,42,"2018-04-01",4,4,"2","2","EX",757,"M","43","1M","5.02",6.72,"L3",NA,NA,"PWD","PWD","parental strains",14.1428571428571,1,NA,NA,NA,50000,53191.4893617021
"2104","E57aBOX",6,4,3,4,1,"LM0212","E5",20.71,21.58,95.9684893419833,2.07,9,"primary","E64",NA,"SCHUNT_STRA",NA,"SCHUNT x STRA","dom","SY",3472,36,"STRA","SY",7281,56,"2018-04-10",4,7,"5","2","EX",813,"M","F1","1M","5.52",9.89,"L3",NA,NA,"SCHUNT","STRA","outbred hybrids",12.8571428571429,1,NA,NA,NA,85000,41062.8019323672
"2105","E57aDRT",2,4,11,6,1,"LM0213","E5",16.67,15.39,108.317089018843,0.92,9,"primary","E64",NA,"PWD_PWD",NA,"Prague","mus","SY",5343,42,"PWD","SY",5340,42,"2018-03-07",3,9,"5","4","EX",667,"F","43","1F","4.34",4.99,"L4",NA,NA,"PWD","PWD","parental strains",17.7142857142857,1,NA,NA,NA,115000,125000
"2106","E57aCEY",6,6,3,9,2,"LM0214","E5",28.05,27.43,102.260298942763,1.27,9,"primary","E64",NA,"STRA_STRA",NA,"Straas2","dom","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",773,"M","56","1M","7.05",11.98,"P2",NA,NA,"STRA","STRA","parental strains",13.8571428571429,1,NA,NA,NA,120000,94488.1889763779
"2107","E57aEQZ",0,0,0,0,1,"LM0215","E5",25.25,23.9,105.648535564854,1.47,9,"primary","E64",NA,"BUSNA_STRA",NA,"BUSNA x STRA","mus x dom","SY",6114,60,"STRA","SY",6345,55,"2018-02-23",2,3,"0","3","EX",622,"F","F1","1F","7.76",13.35,"L4",NA,NA,"BUSNA","STRA","inter subsp. hybrids",19.4285714285714,1,NA,NA,NA,0,0
"2108","E57aNVW",0,1,1,1,1,"LM0216","E5",17.65,18.37,96.0805661404464,0.74,9,"primary","E64",NA,"BUSNA_BUSNA",NA,"Buskovice","mus","SY",5146,59,"BUSNA","SY",5144,59,"2018-04-26",7,4,"1+?","2+?","EX",1038,"F","60","1F","6,,08",8.91,"P4",NA,NA,"BUSNA","BUSNA","parental strains",10.5714285714286,1,NA,NA,NA,15000,20270.2702702703
"2109","E57aOVW",0,3,0,0,1,"LM0217","E5",18.82,17.74,106.08793686584,1.52,9,"primary","E64",NA,"BUSNA_BUSNA",NA,"Buskovice","mus","SY",5146,59,"BUSNA","SY",5144,59,"2018-04-26",7,4,"1+?","2+?","EX",1036,"M","60","1M","6.86",9.81,"P2",NA,NA,"BUSNA","BUSNA","parental strains",10.5714285714286,1,NA,NA,NA,15000,9868.42105263158
"2110","E57aAJX",0,0,0,0,1,"LM0218","E5",20.4,20.36,100.196463654224,1.17,9,"primary","E64",NA,"PWD_SCHUNT",NA,"PWD x SCHUNT","mus x dom","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",976,"M","F1","1M","5.83",9.66,"L2",NA,NA,"PWD","SCHUNT","inter subsp. hybrids",9,1,NA,NA,NA,0,0
"2111","E57aCDZ",0,0,1,0,1,"LM0219","E5",20.66,19,108.736842105263,1.11,9,"primary","E64",NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",721,"M","F1","1M","5.37",9.71,"P3",NA,NA,"SCHUNT","PWD","inter subsp. hybrids",15.4285714285714,1,NA,NA,NA,5000,4504.5045045045
"2112","E57aCEJ",0,2,0,1,1,"LM0220","E5",19.66,19.72,99.6957403651116,1.16,9,"primary","E64",NA,"BUSNA_PWD",NA,"BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-01",3,4,"2","2","EX",754,"F","F1","1F","6.6",11.19,"L2",NA,NA,"BUSNA","PWD","outbred hybrids",14.1428571428571,1,NA,NA,NA,15000,12931.0344827586
"2113","E57aLTV",3,1,2,1,1,"LM0221","E5",18.4,19.73,93.2589964521034,1.04,9,"primary","E64",NA,"SCHUNT_SCHUNT",NA,"Schweben 2","dom","SY",7907,37,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",922,"M","38","1M","5.51",9.03,"L4",NA,NA,"SCHUNT","SCHUNT","parental strains",9.85714285714286,1,NA,NA,NA,35000,33653.8461538462
"2114","E57aJMZ",5,4,11,7,1,"LM0222","E5",23.71,23.99,98.8328470195915,1.36,9,"primary","E64",NA,"STRA_BUSNA",NA,"STRA x BUSNA","dom x mus","SY",6346,55,"BUSNA","SY",6111,60,"2018-03-07",2,5,"2","3","EX",659,"M","F1","1M","7.57",10.51,"P3",NA,NA,"STRA","BUSNA","inter subsp. hybrids",17.7142857142857,1,NA,NA,NA,135000,99264.7058823529
"2115","E57aQVW",0,0,0,0,1,"LM0223","E5",22.06,20.73,106.415822479498,0.78,9,"primary","E64",NA,"SCHUNT_SCHUNT",NA,"Schweben 2","dom","SY",5726,36,"SCHUNT","SY",5725,36,"2018-04-13",5,5,"2","3","EX",822,"M","37","1M","6.5",10.5,"L3",NA,NA,"SCHUNT","SCHUNT","parental strains",12.4285714285714,1,NA,NA,NA,0,0
"2116","E57aAMW",0,2,1,2,1,"LM0224","E5",19.56,19.21,101.821967725143,1.96,9,"primary","E64",NA,"BUSNA_PWD",NA,"BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-01",3,4,"2","2","EX",753,"M","F1","1M","6.55",11.17,"P3",NA,NA,"BUSNA","PWD","outbred hybrids",14.1428571428571,1,NA,NA,NA,25000,12755.1020408163
"2117","E57aWXZ",0,0,0,1,1,"LM0225","E5",28.97,28.05,103.279857397504,1.18,9,"primary","E64",NA,"STRA_STRA",NA,"Straas2","dom","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",774,"M","56","1M","7.36",12.51,"P3",NA,NA,"STRA","STRA","parental strains",13.8571428571429,1,NA,NA,NA,5000,4237.28813559322
"2118","E57aEFJ",5,3,3,3,1,"LM0226","E5",15.77,15.16,104.023746701847,1.66,9,"primary","E64",NA,"SCHUNT_SCHUNT",NA,"Schweben 2","dom","SY",5726,36,"SCHUNT","SY",5725,36,"2018-04-13",5,5,"2","3","EX",825,"F","37","1F","5.56",9.42,"P2",NA,NA,"SCHUNT","SCHUNT","parental strains",12.4285714285714,1,NA,NA,NA,70000,42168.6746987952
"2119","E57aBIR",33,90,62,82,1,"LM0227","E5",19.13,20.03,95.5067398901647,0.53,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335000,2518867.9245283
"2120","E57aIQU",17,13,12,22,1,"LM0228","E5",18.26,18.56,98.3836206896552,0.4,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320000,8e+05
"2121","E57aLRZ",37,47,37,33,1,"LM0229","E5",13.07,15.82,82.6169405815424,1.37,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770000,562043.795620438
"2122","E57aFMP",NA,NA,NA,NA,1,"LM0230","E5",NA,15.87,NA,0.06,9,"primary","E88",NA,"BUSNA_BUSNA",NA,"Buskovice","mus","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,NA,NA,NA,NA,NA
"2123","E57aIWY",13,48,16,24,1,"LM0231","E5",15.39,18.71,82.2554783538215,0.4,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505000,1262500
"2124","E57aNOT",17,20,18,44,1,"LM0232","E5",21.82,24.14,90.3893951946976,0.53,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495000,933962.264150943
"2125","E57aNPY",15,16,13,24,1,"LM0233","E5",23.6,24.55,96.1303462321792,0.38,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340000,894736.842105263
"2126","E57aHLX",22,31,26,19,1,"LM0234","E5",27.5,28.55,96.3222416812609,0.24,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490000,2041666.66666667
"2127","E57aBFG",118,126,83,104,1,"LM0235","E5",17.07,17.03,100.234879624193,1.3,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2155000,1657692.30769231
"2128","E57aGPS",38,55,35,47,1,"LM0236","E5",20.75,23.64,87.7749576988156,0.24,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875000,3645833.33333333
"2129","E57aLOT",NA,NA,NA,NA,1,"LM0237","E5",9.72,11.02,88.2032667876588,0,9,"primary","E88",NA,"PWD_PWD",NA,"Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",783,"F","43","1F","3.12",4.68,"L5",NA,"","PWD","PWD","parental strains",13.8571428571429,2,NA,NA,NA,NA,NA
"2130","E57aHOU",8,12,13,23,1,"LM0238","E5",14.51,15.31,94.7746570868713,0.23,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280000,1217391.30434783
"2131","E57aCFW",76,93,100,57,1,"LM0239","E5",14.87,16.84,88.3016627078385,0.66,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630000,2469696.96969697
"2132","E57aHJT",57,37,44,51,1,"LM0240","E5",15.36,16.19,94.8733786287832,1.41,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945000,670212.765957447
"2133","E57aADF",NA,NA,NA,NA,1,"LM0241","E5",10.7,14.51,73.7422467263956,0,9,"primary","E88",NA,"PWD_PWD",NA,"Prague","mus","SY",5343,42,"PWD","SY",5340,42,"2018-04-01",4,4,"2","2","EX",759,"F","43","1F","4.41",5.97,"L5",NA,"","PWD","PWD","parental strains",14.1428571428571,2,NA,NA,NA,NA,NA
"2134","E57aALN",4,4,0,0,1,"LM0242","E5",13.01,15.65,83.1309904153355,0.1,9,"primary","E88",NA,"PWD_BUSNA",NA,"PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",939,"M","F1","1M","5.19",8.79,"L2",NA,"","PWD","BUSNA","outbred hybrids",9.71428571428571,2,NA,NA,NA,40000,4e+05
"2135","E57aHUZ",NA,NA,NA,NA,1,"LM0243","E5",NA,18.58,NA,0,9,"primary","E88",NA,"BUSNA_PWD",NA,"BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",915,"F","F1","1F","7.47",12.64,"L2",NA,"","BUSNA","PWD","outbred hybrids",10.2857142857143,2,NA,NA,NA,NA,NA
"2136","E57aBGL",NA,NA,NA,NA,1,"LM0244","E5",11.1,12.33,90.0243309002433,0,9,"primary","E88",NA,"BUSNA_BUSNA",NA,"Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1058,"M","63","1M","5.45",8.47,"L2",NA,"","BUSNA","BUSNA","parental strains",7.57142857142857,2,NA,NA,NA,NA,NA
"2137","E57aBOV",NA,NA,NA,NA,1,"LM0245","E5",NA,16.71,NA,0,9,"primary","E88",NA,"BUSNA_BUSNA",NA,"Buskovice","mus","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1041,"F","60","1F","5.51",8.77,"L4",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,NA,NA,NA,NA,NA
"2138","E57aACY",28,22,25,23,1,"LM0246","E5",17.58,17.95,97.9387186629526,0.38,9,"primary","E88",NA,"SCHUNT_STRA",NA,"SCHUNT x STRA","dom","SY",3472,36,"STRA","SY",7281,56,"2018-05-06",5,5,"3","2","EX",970,"F","F1","1F","7.68",12.47,"P3",NA,"","SCHUNT","STRA","outbred hybrids",9.14285714285714,2,NA,NA,NA,490000,1289473.68421053
"2139","E57aCOW",67,70,70,47,1,"LM0247","E5",22.6,25.21,89.646965489885,0.52,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270000,2442307.69230769
"2140","E57aDEW",83,87,82,89,2,"LM0248","E5",20.2,17.99,112.284602556976,3.09,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1705000,551779.935275081
"2141","E57aRSX",24,30,35,33,1,"LM0249","E5",19.86,22.27,89.1782667265379,0.72,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610000,847222.222222222
"2142","E57aCMV",NA,NA,NA,NA,1,"LM0250","E5",NA,20.59,NA,0,9,"primary","E88",NA,"BUSNA_PWD",NA,"BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",913,"M","F1","1M","7.21",12.28,"P2",NA,"","BUSNA","PWD","outbred hybrids",10.2857142857143,2,NA,NA,NA,NA,NA
"2143","E57aBQU",15,8,13,13,1,"LM0251","E5",16.98,19.67,86.3243518047788,0.14,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245000,1750000
"2144","E57aGQW",NA,NA,NA,NA,1,"LM0252","E5",NA,15.01,NA,0,9,"primary","E88",NA,"PWD_PWD",NA,"Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-05-01",3,6,"3","3","EX",926,"M","43","1M","5.1",7.41,"L2",NA,"REZERVA","PWD","PWD","parental strains",9.85714285714286,2,NA,NA,NA,NA,NA
"2145","E57aDFZ",NA,NA,NA,NA,1,"LM0253","E5",NA,11.08,NA,0,9,"primary","E88",NA,"PWD_PWD",NA,"Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,NA,NA,NA,NA,NA
"2146","E57aMNW",17,20,21,37,1,"LM0254","E5",19.37,20.16,96.0813492063492,2.21,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475000,214932.126696833
"2147","E57aOQS",NA,NA,NA,NA,1,"LM0255","E5",12.45,14.65,84.9829351535836,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148","E57aEFY",48,45,39,59,1,"LM0256","E5",24.42,25.63,95.2789699570816,0.49,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955000,1948979.59183673
"2149","E57aLNW",66,60,61,86,1,"LM0257","E5",19.68,19.57,100.56208482371,0.84,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365000,1625000
"2150","E57aHJO",NA,NA,NA,NA,1,"LM0258","E5",NA,17.53,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","E57aESW",NA,NA,NA,NA,1,"LM0259","E5",NA,24.62,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152","E57aMNZ",NA,NA,NA,NA,1,"LM0260","E5",NA,20.11,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153","E57aIMU",NA,NA,NA,NA,1,"LM0261","E5",NA,15.38,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154","E57aGHW",NA,NA,NA,NA,1,"LM0262","E5",NA,15.24,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155","E57aJUW",NA,NA,NA,NA,1,"LM0263","E5",NA,18.47,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156","E57aBPZ",NA,NA,NA,NA,1,"LM0264","E5",NA,17.69,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157","E57aBER",NA,NA,NA,NA,1,"LM0265","E5",NA,23.29,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2158","E57aCEI",NA,NA,NA,NA,1,"LM0266","E5",NA,18.04,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159","E57aBFT",NA,NA,NA,NA,1,"LM0267","E5",NA,26.73,NA,0,9,"primary","E64",NA,"STRA_STRA",NA,"Straas2","dom","SY",4827,55,"STRA","SY",4823,55,"2018-04-03",3,7,"2","5","EX",775,"F","56","1F","7.25",11.94,"P4",NA,"","STRA","STRA","parental strains",13.8571428571429,2,NA,NA,NA,NA,NA
"2160","E57aARW",NA,NA,NA,NA,1,"LM0268","E5",NA,18.01,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","E57aDHL",NA,NA,NA,NA,1,"LM0269","E5",NA,20.09,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162","E57aFKR",NA,NA,NA,NA,1,"LM0270","E5",NA,19.14,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163","E57aADM",NA,NA,NA,NA,1,"LM0271","E5",NA,21.28,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164","E57aAMN",NA,NA,NA,NA,1,"LM0272","E5",NA,16.13,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165","E57aHWX",NA,NA,NA,NA,1,"LM0273","E5",NA,18.66,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166","E57aDJY",NA,NA,NA,NA,1,"LM0274","E5",NA,24.65,NA,0,9,"primary","E64",NA,"STRA_STRA",NA,"Straas2","dom","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",950,"M","57","1M","8.32",12.56,"P4",NA,"","STRA","STRA","parental strains",9.57142857142857,2,NA,NA,NA,NA,NA
"2167","E57aDHT",NA,NA,NA,NA,1,"LM0275","E5",NA,19.4,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168","E57aLVX",NA,NA,NA,NA,1,"LM0276","E5",NA,24.31,NA,0,9,"primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
