"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","EH_ID","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","primary_infection","challenge_infection","mouse_strain","infection_history","Locality","Genome","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","InfectionStrain","contamination","InfectionHistoryTotal","total_oocysts","OPG"
"865","E11bIVZ",0,0,0,0,1,"LM0404","E11",17.3,18.15,95.3168044077135,1.07,2,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"866","E11bFIL",0,0,0,0,1,"LM0428","E11",20.06,19.87,100.956215400101,2.13,2,"challenge","E88","E64","SCHUNT_SCHUNT","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"867","E11bHOQ",0,0,0,0,1,"LM0431","E11",18.65,19.3,96.6321243523316,2.19,2,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"868","E11bGHL",0,0,0,0,1,"LM0417","E11",24.66,24.85,99.2354124748491,0.85,2,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"869","E11bKSX",0,0,0,0,1,"LM0407","E11",24.96,25.05,99.6407185628743,1.6,2,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"870","E11bEQU",0,0,0,0,1,"LM0421","E11",18.22,18.75,97.1733333333333,1.2,2,"challenge","UNI","E64","PWD_PWD","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"871","E11bBUV",0,0,0,0,1,"LM0425","E11",17.35,17.72,97.9119638826185,1.07,7,"challenge","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"872","E11bMRU",0,0,0,0,1,"LM0422","E11",14.41,14.8,97.3648648648649,1,2,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"873","E11bEMO",0,0,0,0,1,"LM0424","E11",16.6,17.09,97.1328262141603,2.09,2,"challenge","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"874","E11bIUX",0,0,0,0,1,"LM0424","E11",17.09,17.09,100,0.95,1,"challenge","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"875","E11bEQW",0,0,0,0,1,"LM0425","E11",17.72,17.72,100,1.24,1,"challenge","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"876","E11bKLS",0,0,0,0,1,"LM0425","E11",17.22,17.72,97.1783295711061,0.8,3,"challenge","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"877","E11bKOX",0,0,0,0,1,"LM0430","E11",23.62,24.07,98.1304528458662,1.64,3,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"878","E11bDOP",0,0,0,0,1,"LM0407","E11",23.54,25.05,93.9720558882236,2.12,4,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"879","E11bJLQ",0,0,0,0,1,"LM0421","E11",18.53,18.75,98.8266666666667,1.84,3,"challenge","UNI","E64","PWD_PWD","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"880","E11bEGI",0,0,0,0,1,"LM0406","E11",19.24,18.7,102.887700534759,1.21,3,"challenge","UNI","E88","SCHUNT_SCHUNT","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"881","E11bLWX",0,0,0,0,1,"LM0407","E11",24.2,25.05,96.6067864271457,1.75,3,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"882","E11bBKM",0,0,0,0,1,"LM0415","E11",22.31,23.12,96.4965397923875,1.27,3,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"883","E11bFKZ",0,0,0,0,1,"LM0429","E11",17.31,17.41,99.4256174612292,0.98,3,"challenge","E88","E64","PWD_PWD","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"884","E11bBPQ",0,0,0,0,1,"LM0426","E11",24.22,24.05,100.706860706861,1.16,3,"challenge","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"885","E11bDIP",0,0,0,0,1,"LM0402","E11",20.87,20.23,103.163618388532,1.07,3,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"886","E11bDHJ",0,0,0,0,1,"LM0412","E11",27.51,28.05,98.0748663101604,0.75,3,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"887","E11bMNU",0,0,0,0,1,"LM0417","E11",23.3,24.85,93.7625754527163,1.27,4,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"888","E11bLPV",0,0,0,0,1,"LM0422","E11",14.54,14.8,98.2432432432432,0.9,4,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"889","E11bIRU",0,0,0,0,1,"LM0413","E11",20.6,20.37,101.12911143839,1,4,"challenge","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"890","E11bDVZ",0,0,0,0,1,"LM0424","E11",16.41,17.09,96.0210649502633,1.62,4,"challenge","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"891","E11bHKX",0,0,0,0,1,"LM0410","E11",16.14,17.01,94.8853615520282,2.16,4,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"892","E11bINO",3,6,4,1,1,"LM0407","E11",24.35,25.05,97.2055888223553,1.8,7,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,38888.8888888889
"893","E11bAEO",3,6,7,5,1,"LM0415","E11",20.22,23.12,87.4567474048443,1.11,7,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105000,94594.5945945946
"894","E11bIJQ",0,0,0,0,1,"LM0400","E11",18.36,18.05,101.717451523546,NA,8,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"895","E11bBSZ",0,0,0,0,1,"LM0404","E11",17.81,18.15,98.1267217630854,NA,8,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"896","E11bOTY",2,0,1,3,1,"LM0410","E11",17.93,17.01,105.408583186361,NA,8,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA
"897","E11bOSZ",0,0,0,0,1,"LM0431","E11",18.5,19.3,95.8549222797928,NA,8,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"898","E11bBDY",0,0,0,0,1,"LM0430","E11",23.38,24.07,97.1333610303282,1.97,7,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"899","E11bLXY",7,6,10,6,1,"LM0412","E11",23.27,28.05,82.9590017825312,0.62,7,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145000,233870.967741935
"900","E11bFHR",0,0,0,0,1,"LM0413","E11",19.92,20.37,97.7908689248896,1.26,7,"challenge","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"901","E11bJPU",0,0,0,0,1,"LM0424","E11",16.08,17.09,94.0901111761264,1.04,7,"challenge","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"902","E11bNWZ",0,0,1,0,1,"LM0420","E11",17.33,19,91.2105263157895,1.04,7,"challenge","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,4807.69230769231
"903","E11bSWY",7,5,7,9,1,"LM0428","E11",18.58,19.87,93.5078007045798,2.24,7,"challenge","E88","E64","SCHUNT_SCHUNT","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140000,62500
"904","E11bFIT",0,0,0,0,1,"LM0426","E11",24.4,24.05,101.455301455301,1.57,7,"challenge","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"905","E11bHQT",40,17,33,33,1,"LM0402","E11",16.93,20.23,83.6875926841325,0.98,7,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615000,627551.020408163
"906","E11bDMR",3,1,0,0,1,"LM0406","E11",14.4,18.7,77.0053475935829,0.61,7,"challenge","UNI","E88","SCHUNT_SCHUNT","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,32786.8852459016
"907","E11bEGJ",0,0,0,0,1,"LM0401","E11",18.23,18.68,97.5910064239829,1.36,7,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"908","E11bINQ",6,3,6,9,1,"LM0408","E11",12.76,16.4,77.8048780487805,NA,8,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,NA
"909","E11bGQZ",0,0,0,0,1,"LM0424","E11",16.61,17.09,97.1913399648917,NA,8,"challenge","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"910","E11bAEM",1,2,1,0,1,"LM0417","E11",18.72,24.85,75.3319919517103,NA,8,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA
"911","E11bBNU",17,15,19,11,1,"LM0411","E11",13.74,16.5,83.2727272727273,NA,8,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310000,NA
"912","E11bPWY",0,0,0,0,1,"LM0413","E11",19.51,20.37,95.7781050564556,NA,8,"challenge","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"913","E11bELU",3,5,3,2,1,"LM0422","E11",10.87,14.8,73.4459459459459,NA,8,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65000,NA
"914","E11bABD",0,0,0,0,1,"LM0420","E11",17.16,19,90.3157894736842,NA,8,"challenge","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"915","E11bDGH",0,0,1,0,1,"LM0415","E11",20.91,23.12,90.4411764705882,NA,8,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA
"916","E11bAHY",0,0,0,0,1,"LM0401","E11",18.28,18.68,97.8586723768737,NA,8,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"917","E11bJLX",0,0,0,0,1,"LM0430","E11",23.07,24.07,95.8454507685916,NA,8,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"918","E11bBFZ",0,0,0,0,1,"LM0425","E11",17.67,17.72,99.7178329571106,NA,8,"challenge","UNI","UNI","PWD_PWD","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"919","E11bJOR",0,0,0,0,1,"LM0428","E11",18.87,19.87,94.9672873678913,NA,8,"challenge","E88","E64","SCHUNT_SCHUNT","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"920","E11bAYZ",0,0,0,0,1,"LM0426","E11",24.69,24.05,102.661122661123,NA,8,"challenge","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"921","E11bDLP",4,1,0,2,1,"LM0402","E11",17.35,20.23,85.7637172516065,NA,8,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,NA
"922","E11bEFU",0,1,1,4,1,"LM0412","E11",21.91,28.05,78.1105169340463,NA,8,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA
"923","E11bAOS",0,0,0,0,1,"LM0407","E11",24.89,25.05,99.3612774451098,NA,8,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"924","E11bCDH",0,0,0,0,1,"LM0412","E11",27.23,28.05,97.0766488413547,0.8,2,"challenge","UNI","E64","SCHUNT_SCHUNT","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"925","E11bHNO",0,0,0,0,1,"LM0431","E11",18.7,19.3,96.8911917098446,2.73,3,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"926","E11bAOW",0,0,0,0,1,"LM0411","E11",16.21,16.5,98.2424242424242,0.97,2,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"927","E11bERW",0,0,0,0,1,"LM0408","E11",15.84,16.4,96.5853658536586,0.95,3,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"928","E11bJSZ",0,0,0,0,1,"LM0411","E11",16,16.5,96.969696969697,0.88,3,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"929","E11bBTX",0,0,0,0,1,"LM0417","E11",24.56,24.85,98.8329979879276,1.31,3,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"930","E11bLSV",0,0,0,0,1,"LM0422","E11",14.54,14.8,98.2432432432432,0.82,3,"challenge","E64","E88","PWD_PWD","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"931","E11bGNV",0,0,0,0,1,"LM0413","E11",20.05,20.37,98.4290623465881,1.39,3,"challenge","E64","UNI","SCHUNT_SCHUNT","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"932","E11bLUZ",0,0,0,0,1,"LM0424","E11",16.12,17.09,94.3241661790521,1.17,3,"challenge","E64","UNI","PWD_PWD","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"933","E11bDEZ",0,0,0,0,1,"LM0420","E11",18.11,19,95.3157894736842,1.03,3,"challenge","E88","E88","SCHUNT_SCHUNT","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"934","E11bAEY",0,0,0,0,1,"LM0428","E11",19.7,19.87,99.1444388525415,1.32,3,"challenge","E88","E64","SCHUNT_SCHUNT","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"935","E11bCJS",0,0,0,0,1,"LM0429","E11",15.7,17.41,90.1780585870189,1.06,4,"challenge","E88","E64","PWD_PWD","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"936","E11bCEH",0,0,0,0,1,"LM0426","E11",24.69,24.05,102.661122661123,1.08,4,"challenge","E88","UNI","SCHUNT_SCHUNT","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"937","E11bBNQ",0,0,0,0,1,"LM0400","E11",17.2,18.05,95.2908587257618,1.23,4,"challenge","E64","E64","SCHUNT_SCHUNT","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"938","E11bFKQ",0,0,0,0,1,"LM0404","E11",17.06,18.15,93.9944903581267,1.11,4,"challenge","E64","E64","PWD_PWD","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"939","E11bDRS",0,0,0,0,1,"LM0401","E11",19.15,18.68,102.516059957173,1.18,3,"challenge","UNI","UNI","SCHUNT_SCHUNT","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
