"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution"
"1314","E57aILO",NA,NA,NA,NA,1
"1315","E57aCKN",NA,NA,NA,NA,1
"1316","E57aHQZ",NA,NA,NA,NA,1
"1317","E57aEWY",NA,NA,NA,NA,1
"1318","E57aDKZ",NA,NA,NA,NA,1
"1319","E57aHNQ",NA,NA,NA,NA,1
"1320","E57aMQV",NA,NA,NA,NA,1
"1321","E57aBIX",NA,NA,NA,NA,1
"1322","E57aMOW",NA,NA,NA,NA,1
"1323","E57aLOY",NA,NA,NA,NA,1
"1324","E57aGSZ",NA,NA,NA,NA,1
"1325","E57aDXY",NA,NA,NA,NA,1
"1326","E57aGRV",NA,NA,NA,NA,1
"1327","E57aRWY",NA,NA,NA,NA,1
"1328","E57aCHP",NA,NA,NA,NA,1
"1329","E57aCGR",NA,NA,NA,NA,1
"1330","E57aKTZ",NA,NA,NA,NA,1
"1331","E57aCRY",NA,NA,NA,NA,1
"1332","E57aNRV",NA,NA,NA,NA,1
"1333","E57aGHL",NA,NA,NA,NA,1
"1334","E57aSUX",NA,NA,NA,NA,1
"1335","E57aDQV",NA,NA,NA,NA,1
"1336","E57aART",NA,NA,NA,NA,1
"1337","E57aDOQ",NA,NA,NA,NA,1
"1338","E57aCTX",NA,NA,NA,NA,1
"1339","E57aGKN",NA,NA,NA,NA,1
"1340","E57aISX",NA,NA,NA,NA,1
"1341","E57aBTZ",NA,NA,NA,NA,1
"1342","E57aDFM",NA,NA,NA,NA,1
"1343","E57aDSZ",NA,NA,NA,NA,1
"1344","E57aFOY",NA,NA,NA,NA,1
"1345","E57aQTU",NA,NA,NA,NA,1
"1346","E57aKQT",NA,NA,NA,NA,1
"1347","E57aHKM",NA,NA,NA,NA,1
"1348","E57aDMP",NA,NA,NA,NA,1
"1349","E57aEUX",NA,NA,NA,NA,1
"1350","E57aDEL",NA,NA,NA,NA,1
"1351","E57aCOY",NA,NA,NA,NA,1
"1352","E57aBJT",NA,NA,NA,NA,1
"1353","E57aDGL",NA,NA,NA,NA,1
"1354","E57aNQZ",NA,NA,NA,NA,1
"1355","E57aOPX",NA,NA,NA,NA,1
"1356","E57aDJO",NA,NA,NA,NA,1
"1357","E57aEFQ",NA,NA,NA,NA,1
"1358","E57aADU",NA,NA,NA,NA,1
"1359","E57aMST",NA,NA,NA,NA,1
"1360","E57aLNQ",NA,NA,NA,NA,1
"1361","E57aPSZ",NA,NA,NA,NA,1
"1362","E57aKPQ",NA,NA,NA,NA,1
"1363","E57aELO",NA,NA,NA,NA,1
"1364","E57aBIZ",NA,NA,NA,NA,1
"1365","E57aGJK",NA,NA,NA,NA,1
"1366","E57aKPR",NA,NA,NA,NA,1
"1367","E57aLNS",NA,NA,NA,NA,1
"1368","E57aHSY",NA,NA,NA,NA,1
"1369","E57aLST",NA,NA,NA,NA,1
"1370","E57aDHX",NA,NA,NA,NA,1
"1371","E57aDEX",NA,NA,NA,NA,1
"1372","E57aBEI",NA,NA,NA,NA,1
"1373","E57aITY",NA,NA,NA,NA,1
"1374","E57aDJR",NA,NA,NA,NA,1
"1375","E57aBJW",NA,NA,NA,NA,1
"1376","E57aJQX",NA,NA,NA,NA,1
"1377","E57aCRT",NA,NA,NA,NA,1
"1378","E57aDJS",NA,NA,NA,NA,1
"1379","E57aGNW",NA,NA,NA,NA,1
"1380","E57aJNQ",NA,NA,NA,NA,1
"1381","E57aBIJ",NA,NA,NA,NA,1
"1382","E57aHKT",NA,NA,NA,NA,1
"1383","E57aCLZ",NA,NA,NA,NA,1
"1384","E57aQTW",NA,NA,NA,NA,1
"1385","E57aHIS",NA,NA,NA,NA,1
"1386","E57aAVZ",NA,NA,NA,NA,1
"1387","E57aLPU",NA,NA,NA,NA,1
"1388","E57aIPT",NA,NA,NA,NA,1
"1389","E57aFJQ",NA,NA,NA,NA,1
"1390","E57aMNV",NA,NA,NA,NA,1
"1391","E57aDRY",NA,NA,NA,NA,1
"1392","E57aKSV",NA,NA,NA,NA,1
"1393","E57aGQX",NA,NA,NA,NA,1
"1394","E57aMRT",NA,NA,NA,NA,1
"1395","E57aKNU",NA,NA,NA,NA,1
"1396","E57aAEN",NA,NA,NA,NA,1
"1397","E57aNQY",NA,NA,NA,NA,1
"1398","E57aEGS",NA,NA,NA,NA,1
"1399","E57aGHX",NA,NA,NA,NA,1
"1400","E57aAFR",NA,NA,NA,NA,1
"1401","E57aOVY",NA,NA,NA,NA,1
"1402","E57aBPQ",NA,NA,NA,NA,1
"1403","E57aILZ",NA,NA,NA,NA,1
"1404","E57aGUV",NA,NA,NA,NA,1
"1405","E57aGJT",NA,NA,NA,NA,1
"1406","E57aQRV",NA,NA,NA,NA,1
"1407","E57aHLV",0,0,0,0,1
"1408","E57aLOW",0,0,0,0,1
"1409","E57aANQ",0,0,0,0,1
"1410","E57aLOX",0,0,0,0,1
"1411","E57aHIM",0,0,0,0,1
"1412","E57aBKM",0,0,0,0,1
"1413","E57aGHI",0,0,0,0,1
"1414","E57aGKV",0,0,0,0,1
"1415","E57aDJW",0,0,0,0,1
"1416","E57aKPT",0,0,0,0,1.5
"1417","E57aDGQ",0,0,0,0,1
"1418","E57aJMW",0,0,0,0,1
"1419","E57aCDS",0,0,0,0,1
"1420","E57aCGX",0,0,0,0,2
"1421","E57aABG",0,0,0,0,1
"1422","E57aCIM",0,0,0,0,2.5
"1423","E57aAQR",0,0,0,0,1
"1424","E57aBIN",0,0,0,0,1.5
"1425","E57aAOU",0,0,0,0,2
"1426","E57aEGN",0,0,0,0,1
"1427","E57aGLO",0,0,0,0,1
"1428","E57aBLR",0,0,0,0,1
"1429","E57aACU",NA,NA,NA,NA,1
"1430","E57aISW",NA,NA,NA,NA,1
"1431","E57aHMU",NA,NA,NA,NA,1
"1432","E57aWYZ",NA,NA,NA,NA,1
"1433","E57aLQX",NA,NA,NA,NA,1
"1434","E57aCSY",NA,NA,NA,NA,1
"1435","E57aCMZ",NA,NA,NA,NA,1
"1436","E57aQRS",NA,NA,NA,NA,1
"1437","E57aEIM",NA,NA,NA,NA,1
"1438","E57aDHR",NA,NA,NA,NA,1
"1439","E57aHMY",NA,NA,NA,NA,1
"1440","E57aDIS",NA,NA,NA,NA,1
"1441","E57aHTZ",NA,NA,NA,NA,1
"1442","E57aALU",NA,NA,NA,NA,1
"1443","E57aHJZ",NA,NA,NA,NA,1
"1444","E57aGJY",NA,NA,NA,NA,1
"1445","E57aEMP",NA,NA,NA,NA,1
"1446","E57aBFI",NA,NA,NA,NA,1
"1447","E57aFTV",NA,NA,NA,NA,1
"1448","E57aBLN",NA,NA,NA,NA,1
"1449","E57aHLY",NA,NA,NA,NA,1
"1450","E57aAUZ",NA,NA,NA,NA,1
"1451","E57aKRZ",NA,NA,NA,NA,1
"1452","E57aPVY",NA,NA,NA,NA,1
"1453","E57aDIM",NA,NA,NA,NA,1
"1454","E57aBHR",NA,NA,NA,NA,1
"1455","E57aEUZ",NA,NA,NA,NA,1
"1456","E57aFLV",NA,NA,NA,NA,1
"1457","E57aJWY",NA,NA,NA,NA,1
"1458","E57aFTY",NA,NA,NA,NA,1
"1459","E57aDIN",NA,NA,NA,NA,1
"1460","E57aCEF",0,1,0,1,1.5
"1461","E57aKMU",0,0,0,0,1
"1462","E57aENS",0,0,1,1,1
"1463","E57aIUV",0,0,0,0,1
"1464","E57aANV",1,0,2,1,1
"1465","E57aHSW",0,0,0,0,1
"1466","E57aFGM",0,0,0,0,1
"1467","E57aFTU",0,0,0,0,1
"1468","E57aPQS",0,0,0,0,1
"1469","E57aBPY",0,2,1,2,1
"1470","E57aFIV",5,0,3,8,1
"1471","E57aGTV",3,2,1,4,1
"1472","E57aAEI",0,0,0,0,1
"1473","E57aKYZ",0,0,0,0,1
"1474","E57aDKY",0,0,0,0,1
"1475","E57aFYZ",0,0,0,0,1
"1476","E57aRWX",0,0,0,0,1
"1477","E57aKUW",0,0,0,0,1.5
"1478","E57aFHS",0,0,0,0,1
"1479","E57aLPY",0,0,0,0,1
"1480","E57aEGJ",0,0,0,0,2
"1481","E57aBIU",0,0,0,0,1
"1482","E57aFLO",0,0,0,0,1
"1483","E57aJUY",10,5,9,8,1
"1484","E57aEQV",0,0,0,0,2
"1485","E57aJTY",0,0,0,0,1
"1486","E57aHKO",0,0,2,1,1
"1487","E57aGQV",0,0,0,0,1
"1488","E57aCDR",0,0,0,0,1
"1489","E57aDJL",0,0,0,0,1.5
"1490","E57aFRU",0,0,1,1,1
"1491","E57aISV",0,0,0,0,1
"1492","E57aJSX",0,0,0,0,1
"1493","E57aCLX",0,0,0,0,1
"1494","E57aTVW",0,0,0,0,2
"1495","E57aCVZ",0,0,0,0,1
"1496","E57aGSY",2,0,1,0,1
"1497","E57aELN",0,0,0,0,1
"1498","E57aGLV",0,0,0,0,1
"1499","E57aPSY",0,0,0,0,1
"1500","E57aABD",0,0,0,0,1
"1501","E57aDEO",0,0,0,0,1
"1502","E57aEHS",0,0,0,0,1
"1503","E57aBCE",0,0,0,0,1
"1504","E57aCEW",0,0,0,0,1
"1505","E57aEPU",0,0,0,0,1
"1506","E57aDNX",0,0,0,0,1
"1507","E57aAYZ",0,0,0,0,1
"1508","E57aVWX",0,0,0,0,1
"1509","E57aBHO",0,0,0,0,1
"1510","E57aEHN",0,0,0,0,1
"1511","E57aIVZ",0,0,0,0,1
"1512","E57aKNX",0,0,0,0,1
"1513","E57aJVY",0,0,0,0,1
"1514","E57aEMV",0,0,0,0,1
"1515","E57aBFO",0,0,0,0,1
"1516","E57aDEZ",0,0,0,0,1
"1517","E57aFOT",0,0,0,0,1
"1518","E57aCQV",0,0,0,0,1
"1519","E57aAUY",0,0,0,0,1
"1520","E57aDEN",0,0,0,0,1
"1521","E57aEGO",0,0,0,0,1
"1522","E57aKRW",0,1,1,2,2
"1523","E57aAIS",0,0,0,0,1
"1524","E57aJKO",0,1,0,0,1
"1525","E57aAFV",1,0,0,0,1
"1526","E57aGNX",0,0,0,1,1.5
"1527","E57aFGI",0,0,0,0,1
"1528","E57aFNP",0,0,0,0,1
"1529","E57aHLO",0,0,0,1,1
"1530","E57aCGQ",2,1,1,0,1
"1531","E57aPRY",0,0,0,0,2
"1532","E57aEWX",1,1,2,2,2
"1533","E57aGIQ",0,0,0,2,1
"1534","E57aMXY",0,0,1,1,1
"1535","E57aMUW",0,0,0,1,2
"1536","E57aOXY",0,0,0,0,2
"1537","E57aBDM",1,1,0,0,1.5
"1538","E57aPQU",0,0,0,0,2
"1539","E57aIJU",0,1,1,0,1
"1540","E57aFGK",1,1,0,2,1
"1541","E57aGTX",2,2,3,3,1
"1542","E57aNTY",0,0,1,0,1
"1543","E57aETX",0,0,0,0,1
"1544","E57aPTU",2,1,1,0,1
"1545","E57aBMX",0,0,0,0,1
"1546","E57aHKV",0,0,0,0,1
"1547","E57aHPX",0,0,0,0,1
"1548","E57aSXZ",0,0,0,0,1
"1549","E57aANW",0,0,0,0,1
"1550","E57aOPV",1,1,8,6,1
"1551","E57aNUV",0,0,0,0,1
"1552","E57aFHL",0,0,0,0,1
"1553","E57aAOX",0,0,0,0,1
"1554","E57aFLZ",0,0,0,0,1
"1555","E57aETZ",0,0,0,0,1
"1556","E57aAEQ",0,0,0,0,1
"1557","E57aUWY",0,0,0,1,1
"1558","E57aPRS",0,0,0,0,1
"1559","E57aMOX",0,0,0,0,1
"1560","E57aJLT",0,1,0,0,2
"1561","E57aHJW",0,0,0,0,1
"1562","E57aARV",0,0,0,0,1
"1563","E57aRTV",0,0,0,0,1
"1564","E57aKUX",0,0,0,0,1
"1565","E57aHJM",0,0,0,0,2
"1566","E57aAES",0,0,0,0,1
"1567","E57aJOV",0,0,0,0,1
"1568","E57aBPR",0,0,0,0,1
"1569","E57aHPY",0,0,0,0,1
"1570","E57aCIY",0,0,0,0,1
"1571","E57aJKL",0,0,0,0,1
"1572","E57aCMS",0,0,0,0,1
"1573","E57aKLZ",0,0,0,0,1
"1574","E57aELP",1,0,0,0,1
"1575","E57aOSV",1,0,0,0,1
"1576","E57aMQU",2,0,2,0,1
"1577","E57aNWY",1,1,2,0,1
"1578","E57aDQS",1,0,0,1,1
"1579","E57aGMO",0,0,2,0,1
"1580","E57aJPS",2,2,2,3,1
"1581","E57aHNW",0,0,1,0,1
"1582","E57aDGZ",0,1,0,0,1
"1583","E57aHRZ",0,1,0,NA,1
"1584","E57aHIJ",0,2,1,0,1
"1585","E57aMSX",NA,NA,NA,NA,1
"1586","E57aAGR",0,0,0,1,1
"1587","E57aBMU",0,1,1,0,1
"1588","E57aLRV",1,0,3,1,1
"1589","E57aIKY",0,0,0,0,1
"1590","E57aEYZ",0,0,0,0,1
"1591","E57aTYZ",2,1,0,0,1
"1592","E57aHMO",0,0,0,2,1
"1593","E57aBGX",0,0,0,0,1
"1594","E57aHMV",1,1,1,2,1
"1595","E57aFGN",0,0,2,1,1
"1596","E57aCPZ",0,0,0,0,1
"1597","E57aFNT",0,0,0,0,1
"1598","E57aDYZ",1,2,1,0,1
"1599","E57aFKU",6,8,7,5,1
"1600","E57aGUY",0,0,0,0,1
"1601","E57aLMN",4,6,7,10,1
"1602","E57aBDS",0,0,0,0,1
"1603","E57aIPZ",0,0,0,0,1
"1604","E57aJPT",0,0,0,0,1
"1605","E57aBPW",2,1,1,0,1
"1606","E57aJTU",0,0,0,0,1
"1607","E57aJRY",0,0,1,0,1
"1608","E57aBJO",2,2,0,1,1
"1609","E57aEUY",0,0,1,0,1
"1610","E57aLTX",0,1,0,0,1
"1611","E57aAER",0,1,2,0,1
"1612","E57aVXY",0,0,0,0,1
"1613","E57aLMW",0,0,0,0,1
"1614","E57aKMS",0,0,0,0,1
"1615","E57aJMY",0,0,0,0,1
"1616","E57aEKQ",0,0,0,0,1
"1617","E57aOPZ",0,0,0,0,1
"1618","E57aCKR",0,0,0,0,2
"1619","E57aBQY",0,0,0,0,1
"1620","E57aMOU",0,0,0,0,1
"1621","E57aAOV",0,0,0,0,1
"1622","E57aCKY",0,0,0,0,1
"1623","E57aCEP",0,0,0,0,1
"1624","E57aHLZ",0,0,0,0,1
"1625","E57aEHX",0,0,0,0,1
"1626","E57aAGS",0,0,0,0,1
"1627","E57aJLQ",0,0,0,0,1
"1628","E57aPTV",0,0,0,0,1
"1629","E57aFGP",0,0,0,0,1
"1630","E57aHJL",0,0,0,0,1
"1631","E57aMTY",0,0,0,0,1
"1632","E57aFOQ",0,0,0,0,1
"1633","E57aETW",0,0,0,0,1
"1634","E57aAOZ",0,0,0,0,1
"1635","E57aDFG",0,0,0,0,1
"1636","E57aHTU",0,0,0,0,1
"1637","E57aHLP",3,4,4,4,1
"1638","E57aBUV",0,0,0,1,1
"1639","E57aBHT",7,15,13,13,1
"1640","E57aPSV",0,24,10,4,1
"1641","E57aAFO",3,5,6,9,1
"1642","E57aGRU",5,17,8,20,1
"1643","E57aPVW",12,10,12,12,1
"1644","E57aNOP",8,4,11,5,1
"1645","E57aDPZ",5,1,5,6,1
"1646","E57aDLQ",0,1,0,0,1
"1647","E57aCPS",2,4,3,6,1
"1648","E57aBDV",9,12,16,8,1
"1649","E57aMQY",19,27,16,25,1
"1650","E57aBOS",14,22,9,12,1
"1651","E57aCER",0,1,2,1,1
"1652","E57aDFL",8,37,17,26,1
"1653","E57aQUX",4,3,9,3,1
"1654","E57aFIU",2,4,3,3,1
"1655","E57aAIR",4,2,3,5,1
"1656","E57aEIL",6,6,1,4,1
"1657","E57aOQX",3,11,4,11,1
"1658","E57aIQW",0,3,3,9,1
"1659","E57aNXY",0,0,0,0,1
"1660","E57aCEH",0,0,0,0,1
"1661","E57aMNT",0,0,0,0,1
"1662","E57aFJN",0,0,0,0,1
"1663","E57aBUY",0,0,0,0,1
"1664","E57aEMO",0,0,0,0,1
"1665","E57aHKX",1,0,0,1,1
"1666","E57aFJY",0,0,0,0,1
"1667","E57aAGI",0,0,0,0,1
"1668","E57aGOT",0,0,0,0,1
"1669","E57aEHK",0,0,0,0,1
"1670","E57aENR",0,0,0,0,1
"1671","E57aLRX",0,0,0,0,1
"1672","E57aHJR",0,0,0,0,2
"1673","E57aDFX",0,0,0,0,1
"1674","E57aOQV",0,0,0,0,1
"1675","E57aIPR",0,0,0,0,1
"1676","E57aMXZ",0,0,0,0,1
"1677","E57aHIK",0,0,0,0,2
"1678","E57aIKZ",0,0,0,0,1
"1679","E57aHOY",0,0,0,0,1
"1680","E57aDOU",0,0,0,0,2
"1681","E57aDOS",0,0,0,0,2
"1682","E57aDLM",0,0,0,0,2
"1683","E57aCJN",0,0,0,0,1
"1684","E57aHIR",0,0,0,0,1
"1685","E57aINS",0,0,0,0,1
"1686","E57aBNX",0,0,0,0,2
"1687","E57aIMX",0,0,0,0,1
"1688","E57aBKQ",0,0,0,0,1
"1689","E57aJOQ",0,0,0,0,1
"1690","E57aILP",53,40,61,59,1
"1691","E57aBUW",45,40,59,45,1
"1692","E57aGUZ",7,22,15,13,1
"1693","E57aIKN",14,18,22,33,1
"1694","E57aPSW",5,27,4,3,1
"1695","E57aAPS",8,6,6,3,1
"1696","E57aFPT",6,2,6,10,1
"1697","E57aENP",25,40,15,36,1
"1698","E57aDIU",7,8,6,10,1
"1699","E57aMOP",27,25,23,24,1
"1700","E57aBGS",5,3,0,0,1
"1701","E57aLNR",7,8,9,8,1
"1702","E57aILW",24,20,30,40,1
"1703","E57aNVX",3,5,1,2,1
"1704","E57aGPU",5,4,15,1,1
"1705","E57aCFP",19,15,26,42,1
"1706","E57aDIR",18,21,25,24,1
"1707","E57aILV",25,30,17,16,1
"1708","E57aADJ",13,20,7,14,2
"1709","E57aIMZ",10,11,8,3,1
"1710","E57aBLV",21,28,25,19,1
"1711","E57aDNV",1,2,2,1,1
"1712","E57aKLR",2,2,2,2,1
"1713","E57aKRT",7,7,3,3,1
"1714","E57aDST",61,49,38,42,1
"1715","E57aBSV",9,8,6,16,1
"1716","E57aAMP",20,11,13,22,1
"1717","E57aLOZ",11,5,4,2,1
"1718","E57aCDM",18,21,15,21,1
"1719","E57aADV",0,2,0,3,1
"1720","E57aDNW",12,8,10,3,1
"1721","E57aCRX",0,0,0,0,1
"1722","E57aAFL",7,11,7,11,1
"1723","E57aQRZ",20,25,21,25,1
"1724","E57aLPR",3,1,2,3,1
"1725","E57aFMR",15,13,8,17,1
"1726","E57aCNV",27,32,28,25,1
"1727","E57aRVX",0,0,0,0,1
"1728","E57aKWY",0,0,0,0,1
"1729","E57aJLY",0,0,0,0,1
"1730","E57aJRS",0,0,0,0,1
"1731","E57aDSY",0,0,0,0,1
"1732","E57aSYZ",0,0,0,0,1
"1733","E57aEFU",0,0,0,0,1
"1734","E57aEJM",0,0,0,0,1
"1735","E57aFPR",0,0,0,0,1
"1736","E57aEOU",0,0,0,0,1
"1737","E57aABV",0,0,0,0,1
"1738","E57aNSZ",0,0,0,0,1
"1739","E57aAJO",0,0,0,0,1
"1740","E57aDMO",0,0,0,0,1
"1741","E57aDJP",0,0,0,0,1
"1742","E57aAMY",0,0,0,0,1
"1743","E57aDGU",0,0,0,0,1
"1744","E57aINP",0,0,0,0,1
"1745","E57aABU",0,0,0,0,1
"1746","E57aTXY",0,0,0,0,1
"1747","E57aIMQ",0,0,0,0,1
"1748","E57aLMV",0,0,0,0,2
"1749","E57aBES",0,0,0,0,2
"1750","E57aBIK",0,0,0,0,2
"1751","E57aCPT",0,0,0,0,1
"1752","E57aAKU",388,342,414,380,1
"1753","E57aBEM",519,396,575,455,1
"1754","E57aKTU",95,109,145,124,1
"1755","E57aDPV",59,48,72,54,1
"1756","E57aDHQ",80,79,83,95,1
"1757","E57aCWX",30,32,45,50,1
"1758","E57aDJU",18,15,15,26,1
"1759","E57aABY",171,125,240,203,1
"1760","E57aABM",72,64,69,75,1
"1761","E57aOTZ",50,40,30,39,1
"1762","E57aGMX",265,291,312,268,1
"1763","E57aBFX",208,204,224,211,1
"1764","E57aDFN",187,184,182,278,1
"1765","E57aINU",21,22,33,22,1
"1766","E57aCGL",213,189,306,284,1
"1767","E57aAKR",227,266,329,330,1
"1768","E57aHOZ",14,14,26,29,1
"1769","E57aAKQ",20,30,16,26,1
"1770","E57aBWY",8,7,5,8,1
"1771","E57aIMR",21,20,25,24,1
"1772","E57aGIL",11,5,10,8,2
"1773","E57aJNR",2,1,1,0,1
"1774","E57aBEH",0,0,0,0,1
"1775","E57aEIY",0,0,0,0,1
"1776","E57aKOU",0,0,0,0,1
"1777","E57aGJS",0,0,0,0,1
"1778","E57aFMT",0,0,0,0,1
"1779","E57aEGZ",0,0,0,0,1
"1780","E57aDVW",0,0,0,0,1
"1781","E57aLNY",0,0,0,0,1.5
"1782","E57aEMZ",0,0,0,0,1
"1783","E57aKNZ",0,0,0,0,1
"1784","E57aBFL",0,0,0,0,1
"1785","E57aIOY",0,0,0,0,1.5
"1786","E57aQVY",0,0,0,0,1
"1787","E57aCKZ",0,0,0,0,2
"1788","E57aEOZ",0,0,0,0,1
"1789","E57aKTX",0,0,0,0,1
"1790","E57aMPY",0,0,0,0,1
"1791","E57aVWY",0,0,0,0,1
"1792","E57aJOP",0,0,0,0,1
"1793","E57aTUY",0,0,0,0,1.5
"1794","E57aMNR",0,0,0,0,1
"1795","E57aEFG",0,0,0,0,2
"1796","E57aHLW",0,0,0,0,1
"1797","E57aKOS",0,0,0,0,1
"1798","E57aADS",0,0,0,0,1
"1799","E57aDQY",0,0,0,0,1
"1800","E57aKWZ",0,0,0,0,1
"1801","E57aGMQ",0,0,0,0,1.5
"1802","E57aBNV",0,0,0,0,1
"1803","E57aLPS",0,0,0,0,1
"1804","E57aBKN",0,0,0,0,1
"1805","E57aEJP",30,25,41,30,1
"1806","E57aQSX",36,49,32,56,1
"1807","E57aFQW",12,9,3,7,1
"1808","E57aGOS",65,39,61,64,1
"1809","E57aMUX",0,0,5,6,1
"1810","E57aMNQ",112,89,110,132,1
"1811","E57aBGP",80,68,59,100,1
"1812","E57aMRW",155,127,174,147,1
"1813","E57aBLS",171,137,161,164,1
"1814","E57aGOR",75,90,98,85,1
"1815","E57aDKL",37,45,36,31,1
"1816","E57aGNS",43,51,44,44,1
"1817","E57aKQS",83,70,88,80,1
"1818","E57aGIN",84,117,119,79,1
"1819","E57aBHL",123,149,146,139,1
"1820","E57aALO",117,111,114,98,1
"1821","E57aCEL",122,142,118,143,1
"1822","E57aKSW",33,50,46,25,1
"1823","E57aDJK",47,66,59,74,1
"1824","E57aJVW",41,44,38,53,1
"1825","E57aKQU",43,54,39,47,1
"1826","E57aOSU",17,7,17,8,1
"1827","E57aEPX",5,6,7,5,1
"1828","E57aJKX",8,12,16,16,1
"1829","E57aJPU",89,102,94,114,1
"1830","E57aABC",55,45,51,64,1
"1831","E57aDIO",46,35,47,49,1
"1832","E57aBPV",123,148,169,246,1
"1833","E57aCHJ",154,139,135,101,2
"1834","E57aGLQ",53,61,61,74,1
"1835","E57aHOQ",103,87,95,89,1
"1836","E57aQUZ",41,54,43,44,1
"1837","E57aKMT",47,57,68,62,1
"1838","E57aAHK",117,109,120,114,2
"1839","E57aGNY",170,180,198,162,1
"1840","E57aAFS",83,78,80,72,1
"1841","E57aADL",97,93,123,104,1
"1842","E57aBEJ",5,5,8,13,1
"1843","E57aQRU",0,0,0,0,1
"1844","E57aINV",0,1,0,2,1
"1845","E57aFSW",0,0,0,0,1
"1846","E57aHJV",25,14,27,21,1
"1847","E57aNRW",1,2,0,1,1
"1848","E57aBIL",0,0,0,1,1
"1849","E57aBQZ",0,0,0,1,1
"1850","E57aAOP",1,0,0,0,1
"1851","E57aUVY",9,8,6,10,1
"1852","E57aCHW",1,3,6,5,1
"1853","E57aPWY",6,3,4,9,1
"1854","E57aDOZ",0,1,0,0,1
"1855","E57aEMT",0,1,1,3,1
"1856","E57aBDL",1,1,1,0,1
"1857","E57aAHU",0,0,0,0,1
"1858","E57aKVY",0,1,0,0,1
"1859","E57aACH",0,4,4,4,1
"1860","E57aCNP",0,1,0,0,1
"1861","E57aJPV",0,0,0,0,1
"1862","E57aCJY",0,0,0,0,1
"1863","E57aCIV",2,0,4,1,1
"1864","E57aCTW",7,7,8,7,1
"1865","E57aCQU",0,2,0,1,1
"1866","E57aCHO",0,0,0,0,1
"1867","E57aKOT",48,55,53,58,2
"1868","E57aBPU",28,25,51,47,1
"1869","E57aBEP",138,102,156,87,1
"1870","E57aFHX",81,89,100,97,2
"1871","E57aNOQ",18,22,22,19,1
"1872","E57aDRW",77,73,99,82,1
"1873","E57aIOQ",119,117,123,130,1.5
"1874","E57aDNY",31,24,38,35,1
"1875","E57aDMY",53,58,85,63,1
"1876","E57aEUV",51,41,70,56,2
"1877","E57aENO",33,26,42,20,1
"1878","E57aJOW",11,12,16,13,2
"1879","E57aOPW",32,27,32,29,1
"1880","E57aAKV",39,40,34,40,1
"1881","E57aEJL",65,56,40,48,1
"1882","E57aBLW",36,38,38,28,1
"1883","E57aGTU",85,60,70,73,1
"1884","E57aHJN",168,139,165,157,1
"1885","E57aJLW",11,7,5,8,2
"1886","E57aOPS",11,11,18,13,1
"1887","E57aMWX",19,20,22,29,1
"1888","E57aCSV",17,13,14,20,1
"1889","E57aFKN",1,2,2,1,1
"1890","E57aFIY",1,1,0,2,1
"1891","E57aHIO",6,13,6,13,1
"1892","E57aJTV",0,0,1,0,1
"1893","E57aBGQ",2,4,0,2,1
"1894","E57aHKN",10,5,14,9,1
"1895","E57aCOR",6,8,18,8,1
"1896","E57aBIS",5,5,4,6,1
"1897","E57aAJU",0,1,1,1,2
"1898","E57aDOP",4,1,1,2,1
"1899","E57aCKV",1,0,1,0,1
"1900","E57aCJQ",4,1,1,0,1
"1901","E57aGNZ",0,0,1,0,1
"1902","E57aKMX",0,0,0,1,1
"1903","E57aADE",0,0,0,0,1
"1904","E57aAKX",1,1,0,1,1
"1905","E57aQUW",1,3,2,4,1
"1906","E57aLNX",0,1,0,0,1
"1907","E57aOST",3,3,3,1,1
"1908","E57aBOY",2,0,1,0,1
"1909","E57aAIK",NA,NA,NA,NA,1
"1910","E57aJLX",6,6,4,14,1
"1911","E57aMRS",0,2,1,1,1
"1912","E57aAKN",0,1,0,0,1
"1913","E57aBDH",0,0,0,0,1
"1914","E57aMNY",0,0,0,0,1
"1915","E57aBEW",0,0,0,0,1
"1916","E57aBKZ",0,0,0,0,2
"1917","E57aEIR",0,5,1,1,1
"1918","E57aLRU",1,1,1,0,1
"1919","E57aDIW",0,0,0,0,1
"1920","E57aACF",12,3,2,10,1
"1921","E57aBFW",10,9,17,14,2
"1922","E57aACX",11,2,13,6,1
"1923","E57aCJM",18,18,16,12,1
"1924","E57aNOY",2,0,0,1,1
"1925","E57aEGR",14,22,23,13,1
"1926","E57aGIJ",22,30,26,40,1
"1927","E57aGOX",38,44,43,42,1
"1928","E57aBIV",37,33,47,30,1
"1929","E57aCMR",6,4,9,2,1
"1930","E57aFIQ",4,3,4,6,1
"1931","E57aAKY",21,21,14,17,1
"1932","E57aBNQ",2,2,3,6,1
"1933","E57aAGP",120,142,128,135,1
"1934","E57aDSV",18,20,13,15,1
"1935","E57aAHN",27,29,19,27,1
"1936","E57aFKL",17,42,32,36,1
"1937","E57aIQV",29,33,30,36,1
"1938","E57aHJP",7,13,14,18,1
"1939","E57aIRW",14,18,15,15,1
"1940","E57aCOS",58,45,28,52,1
"1941","E57aGRS",4,1,3,2,1
"1942","E57aBIT",4,5,2,2,1
"1943","E57aDMS",4,6,5,4,1
"1944","E57aGVW",14,14,20,17,1
"1945","E57aEFX",2,30,10,9,1
"1946","E57aCRV",40,37,30,39,1
"1947","E57aHKP",24,21,39,30,1
"1948","E57aCDK",18,19,19,18,1
"1949","E57aADY",28,19,22,22,1
"1950","E57aBTX",12,18,13,17,1
