"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution"
"2575","E57bxJXZ",13,16,14,10,1
"2576","E57bxCGS",0,0,0,0,1
"2577","E57bxAEQ",0,0,0,0,1
"2578","E57bxOPZ",0,0,0,0,1
"2579","E57bxKMS",5,14,5,9,1
"2580","E57bxHKX",46,61,77,58,1
"2581","E57bxFYZ",0,0,0,0,1
"2582","E57bxHJU",0,0,0,0,1
"2583","E57bxHVW",4,4,3,6,1
"2584","E57bxALR",0,0,0,0,1
"2585","E57bxAFV",0,0,0,0,1
"2586","E57bxGHL",67,55,71,65,1
"2587","E57bxCLS",33,42,29,31,1
"2588","E57bxNUY",12,4,7,4,1
"2589","E57bxGTW",0,0,0,0,1
"2590","E57bxGHI",2,0,1,0,1
"2591","E57bxFGV",0,0,0,0,1
"2592","E57bxDKW",0,0,0,0,1
"2593","E57byCKT",0,0,0,0,1
"2594","E57byJKZ",26,24,38,28,1
"2595","E57byITX",0,0,0,0,1
"2596","E57byGIT",0,0,0,0,1
"2597","E57byGHV",0,0,0,0,1
"2598","E57byNTU",0,0,0,0,1
"2599","E57byRSU",0,0,0,0,1
"2600","E57byRTX",0,0,0,0,1
"2601","E57byAUZ",9,18,9,14,1
"2602","E57bxDLN",0,0,0,0,1
"2603","E57bxDMN",0,0,0,0,1
"2604","E57bxDTW",0,0,0,0,1
"2605","E57bxCLZ",0,0,0,0,1
"2606","E57bxKOP",0,0,0,0,1
"2607","E57bxCFZ",0,0,0,0,1
"2608","E57bxFGZ",0,0,0,0,1
"2609","E57bxPRZ",0,0,0,0,1
"2610","E57bxCNO",0,0,0,0,1
"2611","E57byBKV",0,0,0,0,1
"2612","E57byABO",1,0,0,0,1
"2613","E57byAMV",8,7,17,8,1
"2614","E57byFHK",2,0,1,1,1
"2615","E57byHKS",0,0,0,0,1
"2616","E57byHQZ",0,0,0,0,1
"2617","E57byNSX",12,7,11,11,1
"2618","E57byCFV",0,0,0,0,1
"2619","E57byNRV",0,0,0,0,1
"2620","E57byLMZ",4,8,1,7,1
"2621","E57byBIJ",0,0,0,0,1
"2622","E57byCHM",29,34,31,33,1
"2623","E57byLNO",0,0,0,0,1
"2624","E57byQRT",0,0,0,0,1
"2625","E57byNPW",7,7,5,6,1
"2626","E57byDHI",0,0,0,0,1
"2627","E57byJRZ",40,28,29,32,1
"2628","E57byAKS",0,0,0,0,1
"2629","E57bxELV",0,0,0,0,1
"2630","E57bxOQT",0,0,0,0,1
"2631","E57bxADL",0,0,0,0,1
"2632","E57bxBQY",0,0,0,0,1
"2633","E57bxBEV",0,0,0,0,1
"2634","E57bxIJR",0,0,0,0,1
"2635","E57bxAJT",0,0,0,0,1
"2636","E57bxENV",0,0,0,0,1
"2637","E57bxDIJ",0,0,0,0,1
"2638","E57byAHU",12,14,23,5,1
"2639","E57byAFP",28,32,20,25,2
"2640","E57byBKY",0,0,0,0,1
"2641","E57byPQY",0,0,0,0,2
"2642","E57byEIS",0,0,0,0,1
"2643","E57byDKM",0,0,0,0,1
"2644","E57byFGW",0,0,0,0,1
"2645","E57byIMQ",0,0,0,1,1
"2646","E57byGSV",2,2,3,4,1
"2647","E57bxJUV",0,0,0,0,1
"2648","E57bxGRV",0,0,0,0,1
"2649","E57bxDKO",0,0,0,0,1
"2650","E57bxFLY",0,0,0,0,1
"2651","E57bxIOS",0,0,0,0,1
"2652","E57bxFLN",0,0,0,0,1
"2653","E57bxCOW",0,0,0,0,1
"2654","E57bxDJP",0,0,0,0,1
"2655","E57bxJTV",0,0,0,0,1
"2656","E57bxCPW",0,0,0,0,1
"2657","E57bxKWX",0,0,0,0,1
"2658","E57bxDGZ",0,0,0,0,1
"2659","E57bxGHV",0,0,0,0,1
"2660","E57bxGSW",0,0,0,0,1
"2661","E57bxAYZ",0,0,0,0,1
"2662","E57bxERS",0,0,0,0,1
"2663","E57bxAWZ",0,0,0,0,1
"2664","E57bxEIU",0,0,0,0,1
"2665","E57byGPR",3,5,3,8,1
"2666","E57byAQY",3,2,1,0,1
"2667","E57byIQW",0,2,1,2,1
"2668","E57byHJW",0,0,0,0,1
"2669","E57byMNP",0,0,0,0,1
"2670","E57byLOT",0,0,0,0,1
"2671","E57byBIW",0,0,0,0,1
"2672","E57byEIV",0,0,0,0,1
"2673","E57bySUZ",0,0,0,0,1
"2674","E57byARS",0,0,0,0,1
"2675","E57byGQU",0,0,0,0,1
"2676","E57byNRU",16,4,5,7,1
"2677","E57byOSZ",0,0,0,0,1
"2678","E57byAOZ",0,0,0,0,1
"2679","E57byKMQ",0,0,0,0,1
"2680","E57byEKV",4,4,4,1,1
"2681","E57byBGV",21,20,13,18,1
"2682","E57byBTZ",0,0,0,0,1
"2683","E57bxBEW",1,0,0,0,1
"2684","E57bxFHQ",0,0,0,0,1
"2685","E57bxPSU",0,0,0,0,1
"2686","E57bxKQW",0,0,0,0,1
"2687","E57bxPQZ",0,0,0,0,1
"2688","E57bxACO",0,0,0,0,1
"2689","E57bxAGI",0,0,0,0,1
"2690","E57bxCKO",0,0,0,0,1
"2691","E57bxHKT",0,0,0,0,1
"2692","E57byEWX",0,0,0,0,1
"2693","E57byLVZ",0,0,0,0,1
"2694","E57byAYZ",0,0,0,0,1
"2695","E57byJQZ",0,0,0,0,1
"2696","E57byCKS",0,0,0,0,1
"2697","E57byCTU",0,0,0,0,1
"2698","E57byLQW",0,0,0,0,1
"2699","E57byHWY",0,0,0,0,1
"2700","E57byAOT",0,0,0,0,1
"2701","E57byBQV",0,0,0,0,1
"2702","E57byCLX",0,0,0,0,1
"2703","E57byMPW",0,0,0,0,1
"2704","E57byDIS",0,0,0,0,1
"2705","E57byAHV",0,0,0,0,1
"2706","E57byKPZ",0,0,0,0,1
"2707","E57byGTV",0,0,0,0,1
"2708","E57byOSX",0,0,0,0,1
"2709","E57byKQW",0,0,0,0,1
"2710","E57byNOU",0,0,0,0,1
"2711","E57byGPT",0,0,0,0,1
"2712","E57byIJP",0,0,0,0,1
"2713","E57byUWZ",0,0,0,0,1
"2714","E57byABL",0,0,0,0,1
"2715","E57byHLP",0,0,0,0,1
"2716","E57byAFK",0,0,0,0,1
"2717","E57byMNW",0,0,0,0,1
"2718","E57byACH",0,0,0,0,1
"2719","E57byESY",0,0,0,0,1
"2720","E57byPQT",0,0,0,0,1
"2721","E57byBDP",0,0,0,0,1
"2722","E57byBGY",0,0,0,0,1
"2723","E57byDTV",0,0,0,0,1
"2724","E57byABW",0,0,0,0,1
"2725","E57byEHR",0,0,0,0,2
"2726","E57byRXZ",0,0,0,0,2
"2727","E57byPVZ",0,0,0,0,1
"2728","E57byEFU",0,0,0,0,1
"2729","E57byELQ",0,0,0,0,1
"2730","E57byADS",0,0,0,0,1
"2731","E57byABP",0,0,0,0,1
"2732","E57bySWZ",0,0,0,0,2
"2733","E57byCEK",0,0,0,0,1
"2734","E57byBRZ",0,0,0,0,1
"2735","E57byBIN",0,0,0,0,1
"2736","E57byART",0,0,0,0,1
"2737","E57byCIM",0,0,0,0,2
"2738","E57byKMP",0,0,0,0,1
"2739","E57byLMV",0,0,0,0,1
"2740","E57byQVX",0,0,0,0,2
"2741","E57byMQS",0,0,0,0,1
"2742","E57byGVY",0,0,0,0,1
"2743","E57byDTU",0,0,0,0,1
"2744","E57byILR",0,0,0,0,1
"2745","E57byDHY",0,0,0,0,1
"2746","E57byFPV",0,2,0,0,1
"2747","E57byBHX",0,0,0,0,1
"2748","E57byBMS",4,9,7,1,1
"2749","E57byNOY",28,22,12,20,1
"2750","E57byLNT",20,18,18,16,1
"2751","E57byQSV",0,0,0,0,1
"2752","E57byHIY",0,0,0,0,2
"2753","E57byBNQ",0,0,0,0,1
"2754","E57bySTZ",0,0,0,0,2
"2755","E57byFJY",0,0,0,0,1
"2756","E57byDVW",0,7,1,3,1
"2757","E57byOSY",0,0,0,0,1
"2758","E57byAVW",30,23,20,24,1
"2759","E57byNXY",0,0,0,0,1
"2760","E57byIMP",0,0,0,0,1
"2761","E57byMRZ",0,0,0,0,1
"2762","E57byHKN",0,0,0,0,1
"2763","E57byLQU",0,1,0,0,1
"2764","E57byHNO",0,0,0,0,1
"2765","E57byRWX",0,0,0,0,1
"2766","E57byRWZ",0,0,0,0,1
"2767","E57byFGZ",0,0,0,0,1
"2768","E57byAUW",0,0,0,0,1
"2769","E57byABC",0,0,0,0,1
"2770","E57byGLS",0,0,0,0,1
"2771","E57byIOZ",0,0,0,0,1
"2772","E57byFRU",0,0,0,0,1
"2773","E57byAWX",0,0,0,0,1
"2774","E57byQRS",0,0,0,0,1
"2775","E57byFJN",0,0,0,0,1
"2776","E57byAJN",0,0,0,0,1
"2777","E57byJMO",0,0,0,0,1
"2778","E57byBMR",0,0,0,0,1
"2779","E57byLYZ",0,0,0,0,1
"2780","E57byCGR",0,0,0,0,1
"2781","E57byKPU",0,0,0,0,1
"2782","E57byFMV",0,0,0,0,1
"2783","E57byLRS",0,0,1,0,1
"2784","E57byLOR",0,0,0,0,1
"2785","E57byFMN",0,0,0,0,1
"2786","E57byLPZ",22,30,6,16,1
"2787","E57byKOX",22,24,28,23,1
"2788","E57byKLQ",1,4,6,4,1
"2789","E57byKLT",0,0,0,0,1
"2790","E57byCRX",0,0,0,0,1
"2791","E57byBEV",13,5,11,15,1
"2792","E57byACW",0,0,0,0,1
"2793","E57byCRV",0,0,0,0,1
"2794","E57byCHZ",0,0,0,0,1
"2795","E57byCMQ",0,0,0,0,1
"2796","E57byBIT",0,0,0,0,1
"2797","E57byBMX",14,13,8,13,1
"2798","E57byCLV",30,23,28,21,1
"2799","E57byIKL",31,46,43,34,1
"2800","E57byNPX",0,0,0,0,2
"2801","E57byCWZ",0,0,0,0,1
"2802","E57byBNT",0,0,0,0,1
"2803","E57byDUY",0,0,0,0,1
"2804","E57byDFQ",0,0,0,0,1
"2805","E57byDKV",0,0,0,0,1
"2806","E57byGXY",0,0,0,0,1
"2807","E57byDGQ",0,0,0,0,1
"2808","E57byBGI",0,0,0,0,1
"2809","E57byEPQ",0,0,0,0,1
"2810","E57byLMS",18,17,16,29,1
"2811","E57byHKV",0,0,0,0,1
"2812","E57byPRZ",0,0,0,1,1
"2813","E57byFLY",0,3,3,4,1
"2814","E57byDFL",0,0,0,0,1
"2815","E57byELU",0,0,0,0,1
"2816","E57byAST",0,0,0,0,1
"2817","E57byNPY",8,13,11,23,1
"2818","E57byDHV",0,0,0,0,2
"2819","E57byFIJ",0,0,0,0,1
"2820","E57byIKT",0,0,0,0,1
"2821","E57byAEG",0,0,0,0,1
"2822","E57byJOZ",0,0,0,0,1
"2823","E57byCIW",0,0,0,0,1
"2824","E57byBCF",0,0,0,0,1
"2825","E57byCOP",0,0,0,0,1
"2826","E57byLPW",0,0,0,0,1
"2827","E57byCER",0,0,0,0,1
"2828","E57byAGL",0,0,0,0,1
"2829","E57byKQZ",0,0,0,0,1
"2830","E57byNUW",0,0,0,0,1
"2831","E57byPSV",0,0,0,0,1
"2832","E57byDIP",0,0,0,0,1
"2833","E57byIRU",0,0,0,0,1
"2834","E57byAKL",0,0,0,0,1
"2835","E57byFNS",0,0,0,0,1
"2836","E57byPVX",53,49,78,80,1
"2837","E57byGIR",0,0,0,0,1
"2838","E57byHLV",0,0,0,0,1
"2839","E57byBQY",2,9,9,2,1
"2840","E57byDMZ",30,42,52,42,1
"2841","E57byCPW",33,25,20,22,1
"2842","E57byPXY",0,0,0,0,1
"2843","E57byEMP",0,0,0,0,1
"2844","E57byFXZ",0,0,0,0,1
"2845","E57bySXY",0,0,0,0,1
"2846","E57byBLW",0,0,0,0,1
"2847","E57byEGK",0,0,0,0,1
"2848","E57byEJO",0,0,0,0,1
"2849","E57bySYZ",0,0,0,0,1
"2850","E57byMOR",0,0,0,0,1
"2851","E57byGHL",0,0,0,0,1
"2852","E57byBTV",0,0,0,0,1
"2853","E57byEHI",0,0,0,0,1
"2854","E57byAHT",0,0,0,0,1
"2855","E57byILQ",0,0,0,0,1
"2856","E57byBNW",0,0,0,0,1
"2857","E57byAIZ",0,0,0,0,1
"2858","E57byJNY",0,0,0,0,1
"2859","E57byJQU",0,0,0,0,1
"2860","E57byCFU",0,0,0,0,1
"2861","E57byATW",0,0,0,0,1
"2862","E57byHVX",0,0,0,0,1
"2863","E57byPQZ",30,33,29,25,1
"2864","E57byLPQ",0,0,0,0,1
"2865","E57byHKX",10,9,14,7,1
"2866","E57byNOQ",0,0,0,0,1
"2867","E57byKTZ",31,37,27,32,1
"2868","E57byFLN",1,4,4,6,1
"2869","E57byCHL",0,0,0,0,1
"2870","E57byRSW",0,0,0,0,1
"2871","E57byBGP",0,0,0,0,1
"2872","E57byDEK",0,0,0,0,1
"2873","E57byDRT",0,0,0,0,1
"2874","E57byFGH",6,3,5,3,1
"2875","E57byCGI",0,0,0,0,1
"2876","E57byADF",0,0,0,0,1
"2877","E57byANY",47,39,42,49,1
"2878","E57byNUY",44,34,38,45,1
"2879","E57byDMR",0,0,0,0,1
"2880","E57byCOW",1,1,0,0,1
"2881","P3aABJ",NA,NA,NA,NA,NA
"2882","P3aAHL",NA,NA,NA,NA,NA
"2883","P3aANQ",NA,NA,NA,NA,NA
"2884","P3aATV",19,13,22,11,1
"2885","P3aAWB",NA,NA,NA,NA,NA
"2886","P3aAZR",27,20,18,30,1
"2887","P3aBBD",1,1,1,1,1
"2888","P3aBEO",NA,NA,NA,NA,NA
"2889","P3aBOM",NA,NA,NA,NA,NA
"2890","P3aBSJ",0,2,1,3,1
"2891","P3aBUF",NA,NA,NA,NA,NA
"2892","P3aBVL",NA,NA,NA,NA,NA
"2893","P3aBXM",NA,NA,NA,NA,NA
"2894","P3aCCY",0,0,0,NA,1
"2895","P3aCES",NA,NA,NA,NA,NA
"2896","P3aCHZ",NA,NA,NA,NA,NA
"2897","P3aCMY",NA,NA,NA,NA,NA
"2898","P3aCNK",NA,NA,NA,NA,NA
"2899","P3aCNK",NA,NA,NA,NA,NA
"2900","P3aCNS",NA,NA,NA,NA,NA
"2901","P3aCNX",NA,NA,NA,NA,NA
"2902","P3aCTE",NA,NA,NA,NA,NA
"2903","P3aCWN",NA,NA,NA,NA,NA
"2904","P3aCXA",112,104,109,101,1
"2905","P3aCXB",NA,NA,NA,NA,NA
"2906","P3aDAL",0,0,0,0,1
"2907","P3aDGB",NA,NA,NA,NA,NA
"2908","P3aDHR",NA,NA,NA,NA,NA
"2909","P3aDJM",6,5,4,3,1
"2910","P3aDNK",NA,NA,NA,NA,NA
"2911","P3aDQQ",NA,NA,NA,NA,NA
"2912","P3aDSK",NA,NA,NA,NA,NA
"2913","P3aDTY",0,0,0,0,1
"2914","P3aDUN",62,66,84,61,1
"2915","P3aDWK",NA,NA,NA,NA,NA
"2916","P3aDWO",29,24,20,18,1
"2917","P3aDXD",0,0,0,0,1
"2918","P3aDYV",NA,NA,NA,NA,NA
"2919","P3aEDH",NA,NA,NA,NA,NA
"2920","P3aEEZ",30,19,31,27,1
"2921","P3aENK",0,0,0,0,1
"2922","P3aETL",14,12,14,12,1
"2923","P3aEWW",NA,NA,NA,NA,NA
"2924","P3aEXU",NA,NA,NA,NA,NA
"2925","P3aFJS",0,0,0,0,1
"2926","P3aFKH",NA,NA,NA,NA,NA
"2927","P3aFLM",12,13,20,22,1
"2928","P3aFOK",0,1,0,1,1
"2929","P3aFRB",NA,NA,NA,NA,NA
"2930","P3aFRJ",NA,NA,NA,NA,NA
"2931","P3aFUN",NA,NA,NA,NA,NA
"2932","P3aGBL",NA,NA,NA,NA,NA
"2933","P3aGFF",NA,NA,NA,NA,NA
"2934","P3aGPG",NA,NA,NA,NA,NA
"2935","P3aGTO",NA,NA,NA,NA,NA
"2936","P3aHAT",NA,NA,NA,NA,NA
"2937","P3aHEM",NA,NA,NA,NA,NA
"2938","P3aHEN",NA,NA,NA,NA,NA
"2939","P3aHHB",NA,NA,NA,NA,NA
"2940","P3aHIX",0,0,0,0,1
"2941","P3aHYV",NA,NA,NA,NA,NA
"2942","P3aIAK",NA,NA,NA,NA,NA
"2943","P3aIFD",NA,NA,NA,NA,NA
"2944","P3aIWZ",NA,NA,NA,NA,NA
"2945","P3aIZU",0,0,0,0,1
"2946","P3aJGV",0,0,0,0,1
"2947","P3aJGW",NA,NA,NA,NA,NA
"2948","P3aJIH",0,0,0,0,1
"2949","P3aJIX",5,5,3,4,1
"2950","P3aJJH",19,23,18,16,1
"2951","P3aJLL",NA,NA,NA,NA,NA
"2952","P3aJOI",3,0,1,0,1
"2953","P3aJQD",NA,NA,NA,NA,NA
"2954","P3aJRA",NA,NA,NA,NA,NA
"2955","P3aJRY",NA,NA,NA,NA,NA
"2956","P3aJVR",0,0,1,1,1
"2957","P3aJZP",NA,NA,NA,NA,NA
"2958","P3aKEG",10,6,3,6,1
"2959","P3aKIB",NA,NA,NA,NA,NA
"2960","P3aKIQ",NA,NA,NA,NA,NA
"2961","P3aKPZ",0,0,0,0,1
"2962","P3aKUB",6,10,11,6,1
"2963","P3aKUI",NA,NA,NA,NA,NA
"2964","P3aKXD",0,0,0,0,1
"2965","P3aKYD",NA,NA,NA,NA,NA
"2966","P3aKYE",NA,NA,NA,NA,NA
"2967","P3aLKM",44,41,39,47,1
"2968","P3aLMT",NA,NA,NA,NA,NA
"2969","P3aLRK",NA,NA,NA,NA,NA
"2970","P3aLTM",NA,NA,NA,NA,NA
"2971","P3aLTV",NA,NA,NA,NA,NA
"2972","P3aMAO",51,47,46,44,1
"2973","P3aMCD",NA,NA,NA,NA,NA
"2974","P3aMCE",6,1,4,3,1
"2975","P3aMNQ",44,41,38,34,1
"2976","P3aMVU",0,1,0,0,1
"2977","P3aNGT",NA,NA,NA,NA,NA
"2978","P3aNJU",NA,NA,NA,NA,NA
"2979","P3aNLI",16,20,14,15,1
"2980","P3aNMF",0,0,0,0,1
"2981","P3aNRV",NA,NA,NA,NA,NA
"2982","P3aNYG",27,39,19,23,1
"2983","P3aOLI",NA,NA,NA,NA,NA
"2984","P3aOML",0,0,0,0,1
"2985","P3aOMQ",0,0,0,0,1
"2986","P3aOOZ",8,13,13,20,1
"2987","P3aOSC",78,63,64,67,1
"2988","P3aOTL",NA,NA,NA,NA,NA
"2989","P3aPEE",0,0,0,0,1
"2990","P3aPFK",3,2,3,5,1
"2991","P3aPJX",NA,NA,NA,NA,NA
"2992","P3aPLG",7,7,11,14,1
"2993","P3aPUD",NA,NA,NA,NA,NA
"2994","P3aQAG",NA,NA,NA,NA,NA
"2995","P3aQBP",0,0,0,0,1
"2996","P3aQDW",NA,NA,NA,NA,NA
"2997","P3aQEC",1,0,2,1,1
"2998","P3aQEO",0,0,0,0,1
"2999","P3aQGP",NA,NA,NA,NA,NA
"3000","P3aQJU",NA,NA,NA,NA,NA
"3001","P3aREI",16,15,14,14,1
"3002","P3aREY",NA,NA,NA,NA,NA
"3003","P3aRIY",NA,NA,NA,NA,NA
"3004","P3aRJA",0,0,0,0,1
"3005","P3aRPG",NA,NA,NA,NA,NA
"3006","P3aRRF",14,15,12,14,1
"3007","P3aRVL",NA,NA,NA,NA,NA
"3008","P3aRWR",NA,NA,NA,NA,NA
"3009","P3aRWU",NA,NA,NA,NA,NA
"3010","P3aRZE",NA,NA,NA,NA,NA
"3011","P3aSBV",0,0,0,0,1
"3012","P3aSHB",NA,NA,NA,NA,NA
"3013","P3aSMP",NA,NA,NA,NA,NA
"3014","P3aSMX",1,2,0,1,1
"3015","P3aSNB",NA,NA,NA,NA,NA
"3016","P3aSOX",NA,NA,NA,NA,NA
"3017","P3aSQC",100,70,102,108,1
"3018","P3aSRB",NA,NA,NA,NA,NA
"3019","P3aSRE",42,47,51,45,1
"3020","P3aSVD",5,2,2,2,1
"3021","P3aSVZ",0,0,0,0,1
"3022","P3aSWK",0,0,0,0,1
"3023","P3aTBA",NA,NA,NA,NA,NA
"3024","P3aTCS",NA,NA,NA,NA,NA
"3025","P3aTKS",NA,NA,NA,NA,NA
"3026","P3aTLE",NA,NA,NA,NA,NA
"3027","P3aTNB",NA,NA,NA,NA,NA
"3028","P3aTOW",0,0,0,0,1
"3029","P3aTQH",0,0,0,0,1
"3030","P3aTQK",102,63,87,81,1
"3031","P3aTSI",17,19,34,20,1
"3032","P3aTSY",66,68,64,61,1
"3033","P3aTVC",0,0,0,0,1
"3034","P3aUAS",22,23,15,25,1
"3035","P3aULZ",NA,NA,NA,NA,NA
"3036","P3aURW",4,5,7,8,1
"3037","P3aUWS",0,0,0,0,1
"3038","P3aUXG",30,35,34,38,1
"3039","P3aUZT",0,0,1,0,1
"3040","P3aVAC",NA,NA,NA,NA,NA
"3041","P3aVEB",NA,NA,NA,NA,NA
"3042","P3aVKX",46,41,37,39,1
"3043","P3aVQF",NA,NA,NA,NA,NA
"3044","P3aVUI",NA,NA,NA,NA,NA
"3045","P3aWEK",NA,NA,NA,NA,NA
"3046","P3aWMH",NA,NA,NA,NA,NA
"3047","P3aWMM",20,24,21,17,1
"3048","P3aWRE",NA,NA,NA,NA,NA
"3049","P3aWSE",3,4,4,5,1
"3050","P3aWTG",31,31,41,55,1
"3051","P3aXBC",NA,NA,NA,NA,NA
"3052","P3aXUQ",NA,NA,NA,NA,NA
"3053","P3aXVS",NA,NA,NA,NA,NA
"3054","P3aXYE",0,0,0,0,1
"3055","P3aYJG",7,9,8,7,1
"3056","P3aYKB",NA,NA,NA,NA,NA
"3057","P3aYKT",NA,NA,NA,NA,NA
"3058","P3aYKY",NA,NA,NA,NA,NA
"3059","P3aYLP",NA,NA,NA,NA,NA
"3060","P3aYMT",45,49,41,47,1
"3061","P3aYNS",62,63,70,51,1
"3062","P3aYTP",4,3,3,2,1
"3063","P3aYTT",NA,NA,NA,NA,NA
"3064","P3aYUI",NA,NA,NA,NA,NA
"3065","P3aYYU",NA,NA,NA,NA,NA
"3066","P3aZGF",NA,NA,NA,NA,NA
"3067","P3aZPZ",NA,NA,NA,NA,NA
"3068","P3aZQY",0,0,0,0,1
"3069","P3aZTI",18,17,16,21,1
"3070","P3aZTL",NA,NA,NA,NA,NA
"3071","P3aZUX",NA,NA,NA,NA,NA
"3072","P3aZXF",NA,NA,NA,NA,NA
"3073","P3bAGV",23,16,21,27,1
"3074","P3bAHV",0,0,0,0,1
"3075","P3bAOV",NA,NA,NA,NA,NA
"3076","P3bBHI",NA,NA,NA,NA,NA
"3077","P3bBPM",2,0,1,0,1
"3078","P3bBPO",48,54,53,59,1
"3079","P3bBQA",0,0,0,0,1
"3080","P3bBTL",NA,NA,NA,NA,NA
"3081","P3bBUX",34,16,27,22,1
"3082","P3bBWS",18,22,19,20,1
"3083","P3bBZL",NA,NA,NA,NA,NA
"3084","P3bCRA",8,2,5,4,1
"3085","P3bCTS",NA,NA,NA,NA,NA
"3086","P3bDGY",10,13,13,19,1
"3087","P3bECK",NA,NA,NA,NA,NA
"3088","P3bEFI",1,0,2,1,1
"3089","P3bERF",NA,NA,NA,NA,NA
"3090","P3bEVI",NA,NA,NA,NA,NA
"3091","P3bEVN",NA,NA,NA,NA,NA
"3092","P3bEVY",NA,NA,NA,NA,NA
"3093","P3bEWH",NA,NA,NA,NA,NA
"3094","P3bFLD",0,0,0,0,1
"3095","P3bFMI",0,2,0,1,1
"3096","P3bFPD",2,0,0,0,1
"3097","P3bFUT",NA,NA,NA,NA,NA
"3098","P3bFVQ",NA,NA,NA,NA,NA
"3099","P3bFWC",NA,NA,NA,NA,NA
"3100","P3bFWG",8,5,9,10,1
"3101","P3bFYX",98,92,82,79,1
"3102","P3bHET",NA,NA,NA,NA,NA
"3103","P3bHPH",NA,NA,NA,NA,NA
"3104","P3bHSH",NA,NA,NA,NA,NA
"3105","P3bHSI",NA,NA,NA,NA,NA
"3106","P3bHYO",2,2,2,4,1
"3107","P3bIAU",NA,NA,NA,NA,NA
"3108","P3bICF",NA,NA,NA,NA,NA
"3109","P3bIHD",NA,NA,NA,NA,NA
"3110","P3bIIT",0,0,0,0,1
"3111","P3bINX",0,0,0,0,1
"3112","P3bIPY",0,0,0,0,1
"3113","P3bISY",NA,NA,NA,NA,NA
"3114","P3bJAH",1,0,0,0,1
"3115","P3bJAT",NA,NA,NA,NA,NA
"3116","P3bJRF",71,67,77,81,1
"3117","P3bJUN",NA,NA,NA,NA,NA
"3118","P3bJVY",0,0,0,0,1
"3119","P3bKLB",NA,NA,NA,NA,NA
"3120","P3bKMJ",1,0,0,0,1
"3121","P3bKTN",NA,NA,NA,NA,NA
"3122","P3bLAV",0,0,0,0,1
"3123","P3bLBS",10,11,6,8,1
"3124","P3bLCA",0,0,0,0,1
"3125","P3bLFC",56,64,49,57,1
"3126","P3bLNN",NA,NA,NA,NA,NA
"3127","P3bLOR",0,0,0,0,1
"3128","P3bLSG",0,0,0,0,1
"3129","P3bLZC",NA,NA,NA,NA,NA
"3130","P3bMRS",NA,NA,NA,NA,NA
"3131","P3bMUY",32,34,29,39,1
"3132","P3bNPG",NA,NA,NA,NA,NA
"3133","P3bNQG",0,0,1,3,1
"3134","P3bNSX",0,0,0,0,1
"3135","P3bNYU",8,8,4,5,1
"3136","P3bNZA",NA,NA,NA,NA,NA
"3137","P3bOAH",NA,NA,NA,NA,NA
"3138","P3bOCL",NA,NA,NA,NA,NA
"3139","P3bOGG",NA,NA,NA,NA,NA
"3140","P3bOKQ",NA,NA,NA,NA,NA
"3141","P3bOKR",50,42,41,47,1
"3142","P3bONI",0,0,0,0,1
"3143","P3bORK",NA,NA,NA,NA,NA
"3144","P3bOYV",0,0,NA,0,1
"3145","P3bPBP",NA,NA,NA,NA,NA
"3146","P3bPFK",0,0,0,0,1
"3147","P3bQAP",1,1,0,1,1
"3148","P3bQIT",0,0,0,0,1
"3149","P3bQJG",NA,NA,NA,NA,NA
"3150","P3bQKK",NA,NA,NA,NA,NA
"3151","P3bQOV",0,0,0,0,1
"3152","P3bQSG",NA,NA,NA,NA,NA
"3153","P3bQTR",0,0,0,1,1
"3154","P3bRDY",NA,NA,NA,NA,NA
"3155","P3bRLW",0,0,0,0,1
"3156","P3bRMA",0,0,0,0,1
"3157","P3bRPF",NA,NA,NA,NA,NA
"3158","P3bRYZ",NA,NA,NA,NA,NA
"3159","P3bSNM",0,0,0,0,1
"3160","P3bSWG",NA,NA,NA,NA,NA
"3161","P3bTBI",0,0,0,0,1
"3162","P3bTIQ",NA,NA,NA,NA,NA
"3163","P3bTMN",0,0,0,0,1
"3164","P3bTPK",NA,NA,NA,NA,NA
"3165","P3bTTE",NA,NA,NA,NA,NA
"3166","P3bTTH",NA,NA,NA,NA,NA
"3167","P3bUBY",NA,NA,NA,NA,NA
"3168","P3bUDX",NA,NA,NA,NA,NA
"3169","P3bUFY",NA,NA,NA,NA,NA
"3170","P3bUHH",6,7,7,10,1
"3171","P3bUQN",NA,NA,NA,NA,NA
"3172","P3bUUP",NA,NA,NA,NA,NA
"3173","P3bUYT",NA,NA,NA,NA,NA
"3174","P3bVAA",NA,NA,NA,NA,NA
"3175","P3bVEO",0,0,0,0,1
"3176","P3bVIZ",NA,NA,NA,NA,NA
"3177","P3bVJA",0,0,0,0,1
"3178","P3bVLZ",0,0,0,0,1
"3179","P3bVUV",NA,NA,NA,NA,NA
"3180","P3bVVN",NA,NA,NA,NA,NA
"3181","P3bVWN",NA,NA,NA,NA,NA
"3182","P3bWAC",NA,NA,NA,NA,NA
"3183","P3bWVR",NA,NA,NA,NA,NA
"3184","P3bWYF",NA,NA,NA,NA,NA
"3185","P3bXAK",NA,NA,NA,NA,NA
"3186","P3bXFC",3,1,2,3,1
"3187","P3bXFQ",NA,NA,NA,NA,NA
"3188","P3bXMO",2,4,8,9,1
"3189","P3bXXI",NA,NA,NA,NA,NA
"3190","P3bXXV",0,0,0,0,1
"3191","P3bXYA",0,0,0,0,1
