"","EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection"
"148","LM0353","P4aNWE","P4",40.79,45.1,90.4434589800443,2.55,9,"primary"
"149","LM0364","P4aNXU","P4",43.86,41.6,105.432692307692,2.02,6,"primary"
"150","LM0350","P4aNZF","P4",49.41,54.5,90.6605504587156,1.33,4,"primary"
"151","LM0348","P4aOAW","P4",43.45,44.4,97.8603603603604,2.14,3,"primary"
"152","LM0353","P4aOBO","P4",42.24,45.1,93.6585365853659,3.17,3,"primary"
"153","LM0360","P4aOBV","P4",42.1,42.1,100,NA,0,"primary"
"154","LM0356","P4aODF","P4",40.7,40.7,100,NA,0,"primary"
"155","LM0363","P4aOEA","P4",43.11,46.7,92.3126338329764,1.15,4,"primary"
"156","LM0348","P4aOJF","P4",43.31,44.4,97.5450450450451,1.44,1,"primary"
"157","LM0365","P4aONQ","P4",58,59.2,97.972972972973,1.95,8,"primary"
"158","LM0357","P4aOUM","P4",41.58,42.8,97.1495327102804,2.18,4,"primary"
"159","LM0366","P4aOWI","P4",45.02,48.1,93.5966735966736,3.13,9,"primary"
"160","LM0348","P4aOWL","P4",NA,44.4,NA,NA,10,"primary"
"161","LM0354","P4aOWQ","P4",40.65,45,90.3333333333333,1.72,6,"primary"
"162","LM0359","P4aOZG","P4",40.3,46.7,86.2955032119914,1.27,7,"primary"
"163","LM0352","P4aPBV","P4",38.61,40.6,95.0985221674877,2,7,"primary"
"164","LM0352","P4aPBX","P4",40.14,40.6,98.8669950738916,2.84,9,"primary"
"165","LM0350","P4aPPC","P4",52.5,54.5,96.3302752293578,1.91,3,"primary"
"166","LM0363","P4aPQW","P4",45.56,46.7,97.558886509636,1.17,1,"primary"
"167","LM0351","P4aPRH","P4",NA,43.6,NA,NA,9,"primary"
"168","LM0362","P4aPSG","P4",43.1,51.1,84.3444227005871,0.44,6,"primary"
"169","LM0362","P4aPUM","P4",37.92,51.1,74.2074363992172,0.3,9,"primary"
"170","LM0363","P4aPVF","P4",41.75,46.7,89.4004282655246,1.76,11,"primary"
"171","LM0364","P4aPWL","P4",43.76,41.6,105.192307692308,2.09,11,"primary"
"172","LM0352","P4aPXS","P4",39.15,40.6,96.4285714285714,1.39,3,"primary"
"173","LM0366","P4aQAO","P4",45.24,48.1,94.0540540540541,1.86,6,"primary"
"174","LM0366","P4aQBT","P4",47.25,48.1,98.2328482328482,0.71,2,"primary"
"175","LM0356","P4aQKW","P4",39.08,40.7,96.019656019656,1.15,2,"primary"
"176","LM0357","P4aQMF","P4",34.71,42.8,81.0981308411215,1.74,11,"primary"
"177","LM0351","P4aQMT","P4",44.38,43.6,101.788990825688,1.99,1,"primary"
"178","LM0360","P4aQPN","P4",42.08,42.1,99.9524940617577,1.8,1,"primary"
"179","LM0361","P4aQVI","P4",43.17,46.1,93.644251626898,0.47,1,"primary"
"180","LM0367","P4aQYP","P4",47.66,49.6,96.0887096774193,2.75,6,"primary"
"181","LM0357","P4aQYZ","P4",41.55,42.8,97.0794392523365,1.32,2,"primary"
"182","LM0360","P4aRBY","P4",32.8,42.1,77.9097387173397,0.12,7,"primary"
"183","LM0363","P4aRDV","P4",40.07,46.7,85.8029978586724,1.75,9,"primary"
