"","EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection"
"1691","LM0258","E57aEJP","E5",17.2,17.53,98.1175128351397,1.06,6,"primary"
"1692","LM0258","E57aACF","E5",17.63,17.53,100.570450656018,1.78,7,"primary"
"1693","LM0258","E57aINY","E5",16.39,17.53,93.4968625213919,1.85,8,"primary"
"1694","LM0258","E57aHJO","E5",NA,17.53,NA,0,9,"primary"
"1695","LM0258","E57aJPZ","E5",NA,17.53,NA,0,10,"primary"
"1696","LM0258","E57aJQT","E5",NA,17.53,NA,0,11,"primary"
"1697","LM0259","E57aEGM","E5",24.62,24.62,100,2.12,0,"primary"
"1698","LM0259","E57aCRU","E5",24.71,24.62,100.365556458164,0,1,"primary"
"1699","LM0259","E57aKQT","E5",25.13,24.62,102.071486596263,0,2,"primary"
"1700","LM0259","E57aKMU","E5",26.01,24.62,105.645816409423,2.05,3,"primary"
"1701","LM0259","E57aMQU","E5",24.99,24.62,101.502843216897,1.25,4,"primary"
"1702","LM0259","E57aBUW","E5",24.6,24.62,99.9187652315191,0.98,5,"primary"
"1703","LM0259","E57aQSX","E5",24.78,24.62,100.649878147847,1,6,"primary"
"1704","LM0259","E57aBFW","E5",25.72,24.62,104.46791226645,1,7,"primary"
"1705","LM0259","E57aIWZ","E5",25.21,24.62,102.396425670187,1.21,8,"primary"
"1706","LM0259","E57aESW","E5",NA,24.62,NA,0,9,"primary"
"1707","LM0259","E57aJXZ","E5",NA,24.62,NA,0,10,"primary"
"1708","LM0259","E57aEHI","E5",NA,24.62,NA,0,11,"primary"
"1709","LM0260","E57aAEY","E5",20.11,20.11,100,1.65,0,"primary"
"1710","LM0260","E57aLUX","E5",19.93,20.11,99.1049229239185,0,1,"primary"
"1711","LM0260","E57aHKM","E5",19.46,20.11,96.7677772252611,0,2,"primary"
"1712","LM0260","E57aENS","E5",19.39,20.11,96.4196916956738,2.08,3,"primary"
"1713","LM0260","E57aNWY","E5",19.35,20.11,96.2207856787668,1.05,4,"primary"
"1714","LM0260","E57aGUZ","E5",18.57,20.11,92.3421183490801,0.55,5,"primary"
"1715","LM0260","E57aFQW","E5",18.56,20.11,92.2923918448533,0.53,6,"primary"
"1716","LM0260","E57aACX","E5",17.47,20.11,86.8722028841372,0.9,7,"primary"
"1717","LM0260","E57aLOV","E5",18.21,20.11,90.551964196917,1.33,8,"primary"
"1718","LM0260","E57aMNZ","E5",NA,20.11,NA,0,9,"primary"
"1719","LM0260","E57aKNP","E5",NA,20.11,NA,0,10,"primary"
"1720","LM0260","E57aAKW","E5",NA,20.11,NA,0,11,"primary"
"1721","LM0261","E57aCNO","E5",15.38,15.38,100,1.7,0,"primary"
"1722","LM0261","E57aCHT","E5",15.79,15.38,102.665799739922,0,1,"primary"
"1723","LM0261","E57aDMP","E5",15.41,15.38,100.195058517555,0,2,"primary"
"1724","LM0261","E57aIUV","E5",15.9,15.38,103.381014304291,1.69,3,"primary"
"1725","LM0261","E57aDQS","E5",15.06,15.38,97.9193758127438,0.99,4,"primary"
"1726","LM0261","E57aIKN","E5",14.73,15.38,95.7737321196359,0.83,5,"primary"
"1727","LM0261","E57aGOS","E5",15.17,15.38,98.6345903771131,0.73,6,"primary"
"1728","LM0261","E57aCJM","E5",15.76,15.38,102.470741222367,1.12,7,"primary"
"1729","LM0261","E57aHQS","E5",16.48,15.38,107.152145643693,1.89,8,"primary"
"1730","LM0261","E57aIMU","E5",NA,15.38,NA,0,9,"primary"
"1731","LM0261","E57aCIN","E5",NA,15.38,NA,0,10,"primary"
"1732","LM0261","E57aSVW","E5",NA,15.38,NA,0,11,"primary"
"1733","LM0262","E57aCTU","E5",15.24,15.24,100,2.75,0,"primary"
"1734","LM0262","E57aKTV","E5",14.89,15.24,97.7034120734908,0,1,"primary"
"1735","LM0262","E57aEUX","E5",16.1,15.24,105.643044619423,0,2,"primary"
"1736","LM0262","E57aANV","E5",16.07,15.24,105.446194225722,1.43,3,"primary"
"1737","LM0262","E57aGMO","E5",15.45,15.24,101.377952755906,1.55,4,"primary"
"1738","LM0262","E57aPSW","E5",15.53,15.24,101.902887139108,0.87,5,"primary"
"1739","LM0262","E57aMUX","E5",16.41,15.24,107.677165354331,0.88,6,"primary"
"1740","LM0262","E57aNOY","E5",16.51,15.24,108.333333333333,1.01,7,"primary"
"1741","LM0262","E57aORT","E5",16.2,15.24,106.299212598425,0.97,8,"primary"
"1742","LM0262","E57aGHW","E5",NA,15.24,NA,0,9,"primary"
"1743","LM0262","E57aRTX","E5",NA,15.24,NA,0,10,"primary"
"1744","LM0262","E57aFQR","E5",NA,15.24,NA,0,11,"primary"
"1745","LM0263","E57aFGS","E5",18.47,18.47,100,1.4,0,"primary"
"1746","LM0263","E57aTVZ","E5",18.96,18.47,102.652950730915,0,1,"primary"
"1747","LM0263","E57aDEL","E5",18.25,18.47,98.8088792636708,0,2,"primary"
"1748","LM0263","E57aHSW","E5",17.88,18.47,96.8056307525717,1.86,3,"primary"
"1749","LM0263","E57aJPS","E5",17.03,18.47,92.203573362209,0.83,4,"primary"
"1750","LM0263","E57aAPS","E5",17.22,18.47,93.2322685435842,0.6,5,"primary"
"1751","LM0263","E57aMNQ","E5",17.91,18.47,96.9680563075257,0.69,6,"primary"
"1752","LM0263","E57aEGR","E5",18.95,18.47,102.598808879264,1.17,7,"primary"
"1753","LM0263","E57aBMZ","E5",18.35,18.47,99.3502977801841,1.24,8,"primary"
"1754","LM0263","E57aJUW","E5",NA,18.47,NA,0,9,"primary"
"1755","LM0263","E57aGMZ","E5",NA,18.47,NA,0,10,"primary"
"1756","LM0263","E57aBWZ","E5",NA,18.47,NA,0,11,"primary"
"1757","LM0264","E57aAQZ","E5",17.69,17.69,100,1.45,0,"primary"
"1758","LM0264","E57aNSX","E5",14.68,17.69,82.9847371396269,0,1,"primary"
"1759","LM0264","E57aCOY","E5",16.73,17.69,94.5732052006783,0,2,"primary"
"1760","LM0264","E57aFGM","E5",16.55,17.69,93.5556811758055,1.37,3,"primary"
"1761","LM0264","E57aHNW","E5",16.17,17.69,91.4075749010741,1.26,4,"primary"
"1762","LM0264","E57aFPT","E5",14.31,17.69,80.8931599773884,0.09,5,"primary"
"1763","LM0264","E57aBGP","E5",14.28,17.69,80.7235726399095,0.29,6,"primary"
"1764","LM0264","E57aGIJ","E5",15.77,17.69,89.1464104013567,0.49,7,"primary"
"1765","LM0264","E57aEGT","E5",16.52,17.69,93.3860938383267,0.93,8,"primary"
"1766","LM0264","E57aBPZ","E5",NA,17.69,NA,0,9,"primary"
"1767","LM0264","E57aQST","E5",NA,17.69,NA,0,10,"primary"
"1768","LM0264","E57aBRT","E5",NA,17.69,NA,0,11,"primary"
"1769","LM0265","E57aMPQ","E5",23.29,23.29,100,1.48,0,"primary"
"1770","LM0265","E57aGPZ","E5",23.78,23.29,102.103907256333,0,1,"primary"
"1771","LM0265","E57aBJT","E5",24.85,23.29,106.69815371404,0,2,"primary"
"1772","LM0265","E57aFTU","E5",24.75,23.29,106.268784886217,1.29,3,"primary"
"1773","LM0265","E57aDGZ","E5",22.8,23.29,97.8960927436668,1.21,4,"primary"
"1774","LM0265","E57aENP","E5",22.98,23.29,98.6689566337484,0.68,5,"primary"
"1775","LM0265","E57aMRW","E5",22.88,23.29,98.2395878059253,1.08,6,"primary"
"1776","LM0265","E57aGOX","E5",22.58,23.29,96.951481322456,1.2,7,"primary"
"1777","LM0265","E57aCFI","E5",22.37,23.29,96.0498067840275,1.5,8,"primary"
"1778","LM0265","E57aBER","E5",NA,23.29,NA,0,9,"primary"
"1779","LM0265","E57aENU","E5",NA,23.29,NA,0,10,"primary"
"1780","LM0265","E57aKPS","E5",NA,23.29,NA,0,11,"primary"
"1781","LM0266","E57aCTY","E5",18.04,18.04,100,1.06,0,"primary"
"1782","LM0266","E57aDPQ","E5",18.7,18.04,103.658536585366,0,1,"primary"
"1783","LM0266","E57aDGL","E5",18.85,18.04,104.490022172949,0,2,"primary"
"1784","LM0266","E57aPQS","E5",19.15,18.04,106.152993348115,1.68,3,"primary"
"1785","LM0266","E57aHRZ","E5",19.41,18.04,107.594235033259,0.97,4,"primary"
"1786","LM0266","E57aDIU","E5",18.64,18.04,103.325942350333,0.52,5,"primary"
"1787","LM0266","E57aBLS","E5",18.53,18.04,102.716186252772,0.76,6,"primary"
"1788","LM0266","E57aBIV","E5",18.86,18.04,104.545454545455,0.49,7,"primary"
"1789","LM0266","E57aLNV","E5",19.24,18.04,106.651884700665,0.82,8,"primary"
"1790","LM0266","E57aCEI","E5",NA,18.04,NA,0,9,"primary"
"1791","LM0266","E57aBVZ","E5",NA,18.04,NA,0,10,"primary"
"1792","LM0266","E57aETV","E5",NA,18.04,NA,0,11,"primary"
"1793","LM0267","E57aAPV","E5",26.73,26.73,100,1.17,0,"primary"
"1794","LM0267","E57aITZ","E5",26.72,26.73,99.9625888514777,0,1,"primary"
"1795","LM0267","E57aNQZ","E5",27.08,26.73,101.309390198279,0,2,"primary"
"1796","LM0267","E57aBPY","E5",28.36,26.73,106.098017209128,2.63,3,"primary"
"1797","LM0267","E57aHIJ","E5",27.52,26.73,102.955480733259,1.96,4,"primary"
"1798","LM0267","E57aMOP","E5",28.31,26.73,105.910961466517,1.03,5,"primary"
"1799","LM0267","E57aGOR","E5",29.54,26.73,110.512532734755,1.13,6,"primary"
"1800","LM0267","E57aCMR","E5",29.51,26.73,110.400299289188,0.93,7,"primary"
"1801","LM0267","E57aEQT","E5",29.66,26.73,110.961466517022,1.6,8,"primary"
"1802","LM0267","E57aBFT","E5",NA,26.73,NA,0,9,"primary"
"1803","LM0267","E57aGJP","E5",NA,26.73,NA,0,10,"primary"
"1804","LM0267","E57aCLW","E5",NA,26.73,NA,0,11,"primary"
"1805","LM0268","E57aBNZ","E5",18.01,18.01,100,1.6,0,"primary"
"1806","LM0268","E57aEJR","E5",18.15,18.01,100.777345918934,0,1,"primary"
"1807","LM0268","E57aOPX","E5",18.21,18.01,101.110494169906,0,2,"primary"
"1808","LM0268","E57aFIV","E5",17.78,18.01,98.7229317046086,0.83,3,"primary"
"1809","LM0268","E57aMSX","E5",16.51,18.01,91.6712937257079,0.91,4,"primary"
"1810","LM0268","E57aBGS","E5",17.23,18.01,95.6690727373681,0.48,5,"primary"
"1811","LM0268","E57aDKL","E5",16.77,18.01,93.1149361465852,0.77,6,"primary"
"1812","LM0268","E57aFIQ","E5",17.64,18.01,97.9455857856746,0.45,7,"primary"
"1813","LM0268","E57aIPV","E5",17.99,18.01,99.8889505830094,0.71,8,"primary"
"1814","LM0268","E57aARW","E5",NA,18.01,NA,0,9,"primary"
"1815","LM0268","E57aKVX","E5",NA,18.01,NA,0,10,"primary"
"1816","LM0268","E57aHKS","E5",NA,18.01,NA,0,11,"primary"
"1817","LM0269","E57aAFM","E5",20.09,20.09,100,2.33,0,"primary"
"1818","LM0269","E57aBCU","E5",20.91,20.09,104.081632653061,0,1,"primary"
"1819","LM0269","E57aDJO","E5",20.46,20.09,101.841712294674,0,2,"primary"
"1820","LM0269","E57aGTV","E5",20.73,20.09,103.185664509706,1.41,3,"primary"
"1821","LM0269","E57aAGR","E5",20.24,20.09,100.746640119462,1.03,4,"primary"
"1822","LM0269","E57aLNR","E5",19.62,20.09,97.6605276256844,0.61,5,"primary"
"1823","LM0269","E57aGNS","E5",19.77,20.09,98.4071677451468,0.52,6,"primary"
"1824","LM0269","E57aAKY","E5",20.33,20.09,101.19462419114,0.55,7,"primary"
"1825","LM0269","E57aCDO","E5",20.26,20.09,100.846192135391,0.87,8,"primary"
"1826","LM0269","E57aDHL","E5",NA,20.09,NA,0,9,"primary"
"1827","LM0269","E57aEOW","E5",NA,20.09,NA,0,10,"primary"
"1828","LM0269","E57aACM","E5",NA,20.09,NA,0,11,"primary"
"1829","LM0270","E57aBDO","E5",19.14,19.14,100,1.47,0,"primary"
"1830","LM0270","E57aJTZ","E5",19.88,19.14,103.866248693835,0,1,"primary"
"1831","LM0270","E57aEFQ","E5",20.06,19.14,104.806687565308,0,2,"primary"
"1832","LM0270","E57aAEI","E5",20.45,19.14,106.844305120167,1.47,3,"primary"
"1833","LM0270","E57aBMU","E5",20.41,19.14,106.635318704284,1.75,4,"primary"
"1834","LM0270","E57aILW","E5",20.63,19.14,107.784743991641,0.92,5,"primary"
"1835","LM0270","E57aKQS","E5",20.77,19.14,108.516196447231,1.06,6,"primary"
"1836","LM0270","E57aBNQ","E5",21.23,19.14,110.919540229885,0.67,7,"primary"
"1837","LM0270","E57aRUZ","E5",21.41,19.14,111.859979101358,1.08,8,"primary"
"1838","LM0270","E57aFKR","E5",NA,19.14,NA,0,9,"primary"
"1839","LM0270","E57aBLO","E5",NA,19.14,NA,0,10,"primary"
"1840","LM0270","E57aKLX","E5",NA,19.14,NA,0,11,"primary"
"1841","LM0271","E57aBDE","E5",21.28,21.28,100,1.85,0,"primary"
"1842","LM0271","E57aCEU","E5",20.92,21.28,98.3082706766917,0,1,"primary"
"1843","LM0271","E57aADU","E5",21.61,21.28,101.550751879699,0,2,"primary"
"1844","LM0271","E57aKYZ","E5",21.3,21.28,100.093984962406,1.61,3,"primary"
"1845","LM0271","E57aLRV","E5",21.02,21.28,98.7781954887218,1.4,4,"primary"
"1846","LM0271","E57aNVX","E5",20.92,21.28,98.3082706766917,0.38,5,"primary"
"1847","LM0271","E57aGIN","E5",21.17,21.28,99.4830827067669,0.63,6,"primary"
"1848","LM0271","E57aAGP","E5",22.61,21.28,106.25,0.77,7,"primary"
"1849","LM0271","E57aORS","E5",22.16,21.28,104.135338345865,1.44,8,"primary"
"1850","LM0271","E57aADM","E5",NA,21.28,NA,0,9,"primary"
"1851","LM0271","E57aHNO","E5",NA,21.28,NA,0,10,"primary"
"1852","LM0271","E57aDGW","E5",NA,21.28,NA,0,11,"primary"
"1853","LM0272","E57aCPX","E5",16.13,16.13,100,1.3,0,"primary"
"1854","LM0272","E57aCNY","E5",16.16,16.13,100.18598884067,0,1,"primary"
"1855","LM0272","E57aMST","E5",15.92,16.13,98.6980781153131,0,2,"primary"
"1856","LM0272","E57aDKY","E5",16.25,16.13,100.743955362678,1.31,3,"primary"
"1857","LM0272","E57aIKY","E5",15.8,16.13,97.9541227526349,1.01,4,"primary"
"1858","LM0272","E57aGPU","E5",15.71,16.13,97.3961562306262,0.48,5,"primary"
"1859","LM0272","E57aBHL","E5",16.87,16.13,104.587724736516,0.67,6,"primary"
"1860","LM0272","E57aDSV","E5",17.3,16.13,107.253564786113,0.61,7,"primary"
"1861","LM0272","E57aQRW","E5",17.4,16.13,107.873527588345,1.12,8,"primary"
"1862","LM0272","E57aAMN","E5",NA,16.13,NA,0,9,"primary"
"1863","LM0272","E57aKQV","E5",NA,16.13,NA,0,10,"primary"
"1864","LM0272","E57aBJY","E5",NA,16.13,NA,0,11,"primary"
"1865","LM0273","E57aHVY","E5",18.66,18.66,100,2.22,0,"primary"
"1866","LM0273","E57aEMU","E5",18.6,18.66,99.6784565916399,0,1,"primary"
"1867","LM0273","E57aLNQ","E5",18.66,18.66,100,0,2,"primary"
"1868","LM0273","E57aFYZ","E5",18.79,18.66,100.69667738478,1.25,3,"primary"
"1869","LM0273","E57aEYZ","E5",18.82,18.66,100.85744908896,1.01,4,"primary"
"1870","LM0273","E57aCFP","E5",18.41,18.66,98.6602357984995,0.56,5,"primary"
"1871","LM0273","E57aALO","E5",19.12,18.66,102.465166130761,0.68,6,"primary"
"1872","LM0273","E57aAHN","E5",19.85,18.66,106.377277599143,0.66,7,"primary"
"1873","LM0273","E57aIKV","E5",19.78,18.66,106.002143622722,0.63,8,"primary"
"1874","LM0273","E57aHWX","E5",NA,18.66,NA,0,9,"primary"
"1875","LM0273","E57aESU","E5",NA,18.66,NA,0,10,"primary"
"1876","LM0273","E57aGVY","E5",NA,18.66,NA,0,11,"primary"
"1877","LM0274","E57aBRY","E5",24.65,24.65,100,1.85,0,"primary"
"1878","LM0274","E57aTUZ","E5",22.59,24.65,91.6430020283976,0,1,"primary"
"1879","LM0274","E57aPSZ","E5",21.03,24.65,85.3144016227181,0,2,"primary"
"1880","LM0274","E57aRWX","E5",26.1,24.65,105.882352941176,2.14,3,"primary"
"1881","LM0274","E57aTYZ","E5",24.63,24.65,99.9188640973631,2.34,4,"primary"
"1882","LM0274","E57aDIR","E5",23.58,24.65,95.6592292089249,1.06,5,"primary"
"1883","LM0274","E57aCEL","E5",25.41,24.65,103.083164300203,1.36,6,"primary"
"1884","LM0274","E57aFKL","E5",25.91,24.65,105.111561866126,1.05,7,"primary"
"1885","LM0274","E57aEFZ","E5",26.01,24.65,105.51724137931,1.47,8,"primary"
"1886","LM0274","E57aDJY","E5",NA,24.65,NA,0,9,"primary"
"1887","LM0274","E57aTWX","E5",NA,24.65,NA,0,10,"primary"
"1888","LM0274","E57aOSX","E5",NA,24.65,NA,0,11,"primary"
"1889","LM0275","E57aIOR","E5",19.4,19.4,100,1.67,0,"primary"
"1890","LM0275","E57aFKX","E5",17.92,19.4,92.3711340206186,0,1,"primary"
"1891","LM0275","E57aKPQ","E5",19.53,19.4,100.670103092784,0,2,"primary"
"1892","LM0275","E57aKUW","E5",18.81,19.4,96.9587628865979,2.04,3,"primary"
"1893","LM0275","E57aHMO","E5",18.27,19.4,94.1752577319588,1.1,4,"primary"
"1894","LM0275","E57aILV","E5",19.03,19.4,98.0927835051547,0.78,5,"primary"
"1895","LM0275","E57aKSW","E5",19.22,19.4,99.0721649484536,0.57,6,"primary"
"1896","LM0275","E57aIQV","E5",19.32,19.4,99.5876288659794,1,7,"primary"
"1897","LM0275","E57aISY","E5",19.14,19.4,98.659793814433,1.39,8,"primary"
"1898","LM0275","E57aDHT","E5",NA,19.4,NA,0,9,"primary"
"1899","LM0275","E57aPTY","E5",NA,19.4,NA,0,10,"primary"
"1900","LM0275","E57aFOS","E5",NA,19.4,NA,0,11,"primary"
"1901","LM0276","E57aNTZ","E5",24.31,24.31,100,1.67,0,"primary"
"1902","LM0276","E57aCRZ","E5",24.3,24.31,99.958864664747,0,1,"primary"
"1903","LM0276","E57aELO","E5",24.61,24.31,101.234060057589,0,2,"primary"
"1904","LM0276","E57aFHS","E5",25.67,24.31,105.594405594406,1.95,3,"primary"
"1905","LM0276","E57aBGX","E5",25.15,24.31,103.455368161251,2.41,4,"primary"
"1906","LM0276","E57aADJ","E5",23.73,24.31,97.614150555327,1.67,5,"primary"
"1907","LM0276","E57aDJK","E5",26,24.31,106.951871657754,1.47,6,"primary"
"1908","LM0276","E57aHJP","E5",26.62,24.31,109.502262443439,1.45,7,"primary"
"1909","LM0276","E57aGWZ","E5",27.27,24.31,112.176059234883,2.71,8,"primary"
"1910","LM0276","E57aLVX","E5",NA,24.31,NA,0,9,"primary"
"1911","LM0276","E57aIQT","E5",NA,24.31,NA,0,10,"primary"
"1912","LM0276","E57aKPU","E5",NA,24.31,NA,0,11,"primary"
"1913","LM0277","E57aDMX","E5",19.36,19.36,100,1.4,0,"primary"
"1914","LM0277","E57aEXY","E5",19.45,19.36,100.464876033058,0,1,"primary"
"1915","LM0277","E57aBIZ","E5",18.55,19.36,95.8161157024793,0,2,"primary"
"1916","LM0277","E57aLPY","E5",18.46,19.36,95.3512396694215,1.63,3,"primary"
"1917","LM0277","E57aHMV","E5",18.2,19.36,94.0082644628099,0.96,4,"primary"
"1918","LM0277","E57aIMZ","E5",17.26,19.36,89.1528925619835,0.61,5,"primary"
"1919","LM0277","E57aJVW","E5",19.22,19.36,99.2768595041322,0.89,6,"primary"
"1920","LM0277","E57aIRW","E5",19.62,19.36,101.342975206612,0.9,7,"primary"
"1921","LM0277","E57aCLP","E5",19.6,19.36,101.239669421488,1.18,8,"primary"
"1922","LM0277","E57aDVX","E5",NA,19.36,NA,0,9,"primary"
"1923","LM0277","E57aASW","E5",NA,19.36,NA,0,10,"primary"
"1924","LM0277","E57aEHO","E5",NA,19.36,NA,0,11,"primary"
"1925","LM0278","E57aCPQ","E5",17.54,17.54,100,1.75,0,"primary"
"1926","LM0278","E57aIKU","E5",17.35,17.54,98.9167616875713,0,1,"primary"
"1927","LM0278","E57aGJK","E5",17.55,17.54,100.057012542759,0,2,"primary"
"1928","LM0278","E57aEGJ","E5",17.81,17.54,101.539338654504,2.2,3,"primary"
"1929","LM0278","E57aFGN","E5",17.07,17.54,97.3204104903079,1.71,4,"primary"
"1930","LM0278","E57aBLV","E5",17.42,17.54,99.3158494868871,0.99,5,"primary"
"1931","LM0278","E57aKQU","E5",17.39,17.54,99.1448118586089,0.99,6,"primary"
"1932","LM0278","E57aCOS","E5",17.72,17.54,101.026225769669,0.88,7,"primary"
"1933","LM0278","E57aMUZ","E5",18.41,17.54,104.960091220068,1.21,8,"primary"
"1934","LM0278","E57aMUY","E5",NA,17.54,NA,0,9,"primary"
"1935","LM0278","E57aQXY","E5",NA,17.54,NA,0,10,"primary"
"1936","LM0278","E57aAHW","E5",NA,17.54,NA,0,11,"primary"
"1937","LM0279","E57aNPZ","E5",13.43,13.43,100,1.66,0,"primary"
"1938","LM0279","E57aJOR","E5",13.13,13.43,97.7661950856292,0,1,"primary"
"1939","LM0279","E57aKPR","E5",13.42,13.43,99.9255398361876,0,2,"primary"
"1940","LM0279","E57aBIU","E5",12.8,13.43,95.3090096798213,0.92,3,"primary"
"1941","LM0279","E57aCPZ","E5",12.17,13.43,90.6180193596426,0.89,4,"primary"
"1942","LM0279","E57aDNV","E5",12.43,13.43,92.553983618764,0.44,5,"primary"
"1943","LM0279","E57aOSU","E5",13.23,13.43,98.5107967237528,0.5,6,"primary"
"1944","LM0279","E57aGRS","E5",13.68,13.43,101.861504095309,0.53,7,"primary"
"1945","LM0279","E57aHLN","E5",14.42,13.43,107.371556217424,0.76,8,"primary"
"1946","LM0279","E57aJXY","E5",NA,13.43,NA,0,9,"primary"
"1947","LM0279","E57aBHW","E5",NA,13.43,NA,0,10,"primary"
"1948","LM0279","E57aDVY","E5",NA,13.43,NA,0,11,"primary"
"1949","LM0280","E57aCJR","E5",16.32,16.32,100,1.19,0,"primary"
"1950","LM0280","E57aHKQ","E5",16.23,16.32,99.4485294117647,0,1,"primary"
"1951","LM0280","E57aLNS","E5",16.46,16.32,100.857843137255,0,2,"primary"
"1952","LM0280","E57aFLO","E5",15.45,16.32,94.6691176470588,0.92,3,"primary"
"1953","LM0280","E57aFNT","E5",16.15,16.32,98.9583333333333,0.98,4,"primary"
"1954","LM0280","E57aKLR","E5",16.61,16.32,101.776960784314,1.11,5,"primary"
"1955","LM0280","E57aEPX","E5",16.84,16.32,103.186274509804,0.72,6,"primary"
"1956","LM0280","E57aBIT","E5",16.31,16.32,99.9387254901961,0.67,7,"primary"
"1957","LM0280","E57aBCT","E5",16.11,16.32,98.7132352941176,0.61,8,"primary"
"1958","LM0280","E57aBKO","E5",NA,16.32,NA,0,9,"primary"
"1959","LM0280","E57aAPZ","E5",NA,16.32,NA,0,10,"primary"
"1960","LM0280","E57aAMX","E5",NA,16.32,NA,0,11,"primary"
"1961","LM0281","E57aHLS","E5",14.41,14.41,100,1.35,0,"primary"
"1962","LM0281","E57aJMN","E5",13.99,14.41,97.0853573907009,0,1,"primary"
"1963","LM0281","E57aHSY","E5",14.08,14.41,97.7099236641221,0,2,"primary"
"1964","LM0281","E57aJUY","E5",14.16,14.41,98.265093684941,1.32,3,"primary"
"1965","LM0281","E57aDYZ","E5",13.87,14.41,96.2526023594726,0.88,4,"primary"
"1966","LM0281","E57aKRT","E5",14.05,14.41,97.5017349063151,0.58,5,"primary"
"1967","LM0281","E57aJKX","E5",13.93,14.41,96.6689798750867,0.67,6,"primary"
"1968","LM0281","E57aDMS","E5",14.77,14.41,102.498265093685,1.08,7,"primary"
"1969","LM0281","E57aBCP","E5",13.86,14.41,96.1832061068702,1.41,8,"primary"
"1970","LM0281","E57aABF","E5",NA,14.41,NA,0,9,"primary"
"1971","LM0281","E57aFIJ","E5",NA,14.41,NA,0,10,"primary"
"1972","LM0281","E57aPST","E5",NA,14.41,NA,0,11,"primary"
"1973","LM0282","E57aBCF","E5",24.32,24.32,100,1.18,0,"primary"
"1974","LM0282","E57aEOS","E5",23.8,24.32,97.8618421052632,0,1,"primary"
"1975","LM0282","E57aLST","E5",20.36,24.32,83.7171052631579,0,2,"primary"
"1976","LM0282","E57aEQV","E5",24.47,24.32,100.616776315789,2.69,3,"primary"
"1977","LM0282","E57aFKU","E5",23.67,24.32,97.3273026315789,2.2,4,"primary"
"1978","LM0282","E57aDST","E5",23.69,24.32,97.4095394736842,1.45,5,"primary"
"1979","LM0282","E57aJPU","E5",24.38,24.32,100.246710526316,1.51,6,"primary"
"1980","LM0282","E57aGVW","E5",25.49,24.32,104.810855263158,1.15,7,"primary"
"1981","LM0282","E57aFXZ","E5",25.3,24.32,104.029605263158,1.34,8,"primary"
"1982","LM0282","E57aAQT","E5",NA,24.32,NA,0,9,"primary"
"1983","LM0282","E57aGLX","E5",NA,24.32,NA,0,10,"primary"
"1984","LM0282","E57aIJN","E5",NA,24.32,NA,0,11,"primary"
"1985","LM0283","E57aBDR","E5",15.15,15.15,100,1.32,0,"primary"
"1986","LM0283","E57aDLY","E5",14.56,15.15,96.1056105610561,0,1,"primary"
"1987","LM0283","E57aDHX","E5",14.5,15.15,95.7095709570957,0,2,"primary"
"1988","LM0283","E57aJTY","E5",14.78,15.15,97.5577557755775,1,3,"primary"
"1989","LM0283","E57aGUY","E5",14.61,15.15,96.4356435643564,0.47,4,"primary"
"1990","LM0283","E57aBSV","E5",14.2,15.15,93.7293729372937,0.3,5,"primary"
"1991","LM0283","E57aABC","E5",14.52,15.15,95.8415841584158,0.3,6,"primary"
"1992","LM0283","E57aEFX","E5",14.34,15.15,94.6534653465346,0.31,7,"primary"
"1993","LM0283","E57aAFQ","E5",14.21,15.15,93.7953795379538,0.6,8,"primary"
"1994","LM0283","E57aHOT","E5",NA,15.15,NA,0,9,"primary"
"1995","LM0283","E57aDFS","E5",NA,15.15,NA,0,10,"primary"
"1996","LM0283","E57aCOU","E5",NA,15.15,NA,0,11,"primary"
"1997","LM0284","E57aBGH","E5",21.53,21.53,100,1.88,0,"primary"
"1998","LM0284","E57aAEK","E5",21.88,21.53,101.625638643753,0,1,"primary"
"1999","LM0284","E57aDEX","E5",20.02,21.53,92.986530422666,0,2,"primary"
"2000","LM0284","E57aHKO","E5",20.8,21.53,96.6093822573154,2.13,3,"primary"
"2001","LM0284","E57aLMN","E5",20.12,21.53,93.4509986065954,1.1,4,"primary"
"2002","LM0284","E57aAMP","E5",18.96,21.53,88.0631676730144,0.42,5,"primary"
"2003","LM0284","E57aDIO","E5",19.11,21.53,88.7598699489085,0.57,6,"primary"
"2004","LM0284","E57aCRV","E5",20.34,21.53,94.4728286112401,0.8,7,"primary"
"2005","LM0284","E57aNUZ","E5",19.82,21.53,92.0575940548072,1.4,8,"primary"
"2006","LM0284","E57aDHO","E5",NA,21.53,NA,0,9,"primary"
"2007","LM0284","E57aEIV","E5",NA,21.53,NA,0,10,"primary"
"2008","LM0284","E57aPSX","E5",NA,21.53,NA,0,11,"primary"
"2009","LM0285","E57aBDK","E5",15.92,15.92,100,1.66,0,"primary"
"2010","LM0285","E57aBMQ","E5",15.28,15.92,95.9798994974874,0,1,"primary"
"2011","LM0285","E57aBEI","E5",15.28,15.92,95.9798994974874,0,2,"primary"
"2012","LM0285","E57aGQV","E5",15.17,15.92,95.2889447236181,0.81,3,"primary"
"2013","LM0285","E57aBDS","E5",14.59,15.92,91.6457286432161,0.33,4,"primary"
"2014","LM0285","E57aLOZ","E5",13.85,15.92,86.9974874371859,0.2,5,"primary"
"2015","LM0285","E57aBPV","E5",14.57,15.92,91.5201005025126,0.67,6,"primary"
